"Genotype","Environment","trait","BLUE","SE","converged"
"Mb-770_18","Brau-2014","FW",0.200000000000001,0.100686241606236,TRUE
"Mb-779_14","Brau-2014","FW",0.240000000000001,0.100686241606236,TRUE
"Mb-787_13","Brau-2014","FW",0.445000000000001,0.100686241606236,TRUE
"Mb-810_11","Brau-2014","FW",0.335000000000001,0.100686241606236,TRUE
"Mb-819_19","Brau-2014","FW",0.285000000000001,0.0721124002563096,TRUE
"Mb-884_1","Brau-2014","FW",0.225000000000001,0.100686241606236,TRUE
"Mb-913_17","Brau-2014","FW",0.235000000000001,0.100686241606236,TRUE
"Mb-94","Brau-2014","FW",0.0200000000000011,0.100686241606236,TRUE
"Mb-956_19","Brau-2014","FW",0.382500000000001,0.0721124002563096,TRUE
"Mb-958_19","Brau-2014","FW",0.635000000000001,0.100686241606236,TRUE
"Mb-961_16","Brau-2014","FW",0.245000000000001,0.100686241606236,TRUE
"Mb-965_15","Brau-2014","FW",0.340000000000001,0.100686241606236,TRUE
"Mb-969_18","Brau-2014","FW",0.495000000000001,0.100686241606236,TRUE
"Mx-2470_5","Brau-2014","FW",0.465000000000001,0.100686241606236,TRUE
"Mb-102","Brau-2014","FW",0.0475000000000014,0.100686241606235,TRUE
"Mb-109","Brau-2014","FW",0.125000000000001,0.100686241606236,TRUE
"Mb-110","Brau-2014","FW",0.330000000000001,0.100686241606236,TRUE
"Mb-111","Brau-2014","FW",0.140000000000001,0.100686241606236,TRUE
"Mb-113","Brau-2014","FW",0.125000000000001,0.100686241606236,TRUE
"Mb-1147_12","Brau-2014","FW",0.230000000000001,0.0721124002563096,TRUE
"Mb-115","Brau-2014","FW",0.0700000000000011,0.100686241606236,TRUE
"Mb-1153_20","Brau-2014","FW",0.265000000000001,0.0721124002563096,TRUE
"Mb-1156_13","Brau-2014","FW",0.115000000000001,0.100686241606236,TRUE
"Mb-1182_16","Brau-2014","FW",0.230000000000001,0.100686241606236,TRUE
"Mb-1205_12","Brau-2014","FW",0.240000000000001,0.100686241606236,TRUE
"Mb-1231_18","Brau-2014","FW",0.230000000000001,0.100686241606236,TRUE
"Mb-1238_1","Brau-2014","FW",0.0310000000000011,0.100686241606236,TRUE
"Mb-14","Brau-2014","FW",0.260000000000001,0.100686241606236,TRUE
"Mb-167","Brau-2014","FW",0.310000000000001,0.100686241606236,TRUE
"Mb-2","Brau-2014","FW",0.225000000000001,0.100686241606236,TRUE
"Mb-221","Brau-2014","FW",0.100000000000001,0.100686241606236,TRUE
"Mb-229","Brau-2014","FW",0.0850000000000011,0.100686241606236,TRUE
"Mb-255","Brau-2014","FW",0.0742018597135378,0.141681846678593,TRUE
"Mb-3","Brau-2014","FW",0.0457981402864641,0.141681846678593,TRUE
"Mb-306","Brau-2014","FW",0.420000000000001,0.100686241606236,TRUE
"Mb-31","Brau-2014","FW",0.185000000000001,0.100686241606236,TRUE
"Mb-35","Brau-2014","FW",0.150000000000001,0.100686241606236,TRUE
"Mb-37","Brau-2014","FW",0.335000000000001,0.100686241606236,TRUE
"Mb-434_1","Brau-2014","FW",0.145000000000001,0.100686241606236,TRUE
"Mb-526_13","Brau-2014","FW",0.110000000000001,0.100686241606236,TRUE
"Mb-527_1","Brau-2014","FW",0.220000000000001,0.100686241606236,TRUE
"Mb-533_1","Brau-2014","FW",0.090000000000001,0.100686241606236,TRUE
"Mb-539_1","Brau-2014","FW",0.0150000000000012,0.100686241606236,TRUE
"Mb-585_1","Brau-2014","FW",0.0257981402864642,0.141681846678593,TRUE
"Mb-70","Brau-2014","FW",0.120000000000001,0.100686241606236,TRUE
"Mb-74","Brau-2014","FW",0.0600000000000011,0.100686241606236,TRUE
"Mb-851_1","Brau-2014","FW",0.125798140286464,0.141681846678593,TRUE
"Mb-86","Brau-2014","FW",0.090000000000001,0.100686241606236,TRUE
"Mb-893_11","Brau-2014","FW",0.140000000000001,0.100686241606236,TRUE
"Mb-9","Brau-2014","FW",0.110000000000001,0.100686241606236,TRUE
"Mb-910_11","Brau-2014","FW",0.475000000000001,0.100686241606236,TRUE
"Mb-914_13","Brau-2014","FW",0.225000000000001,0.100686241606236,TRUE
"Mb-928_18","Brau-2014","FW",0.305798140286464,0.141681846678593,TRUE
"Mb-930","Brau-2014","FW",0.162500000000001,0.100686241606236,TRUE
"Mb-931_12","Brau-2014","FW",0.191400619904513,0.0827817289583918,TRUE
"Mb-933_11","Brau-2014","FW",0.125000000000001,0.100686241606236,TRUE
"Mb-935_13","Brau-2014","FW",0.278599380095489,0.0827817289583918,TRUE
"Mb-960_20","Brau-2014","FW",0.201932713428822,0.0827817289583918,TRUE
"Mb-974_19","Brau-2014","FW",0.215000000000001,0.100686241606236,TRUE
"Mb-99","Brau-2014","FW",0.384000000000001,0.0473041825200306,TRUE
"Mb-104","Brau-2014","FW",0.265,0.100686241606236,TRUE
"Mb-1086_54","Brau-2014","FW",1.17,0.100686241606236,TRUE
"Mb-1130_51","Brau-2014","FW",0.260000000000001,0.100686241606236,TRUE
"Mb-1132_52","Brau-2014","FW",0.445000000000001,0.100686241606236,TRUE
"Mb-147","Brau-2014","FW",0.515000000000001,0.100686241606236,TRUE
"Mb-148","Brau-2014","FW",0.825000000000001,0.100686241606236,TRUE
"Mb-1485_42","Brau-2014","FW",0.760000000000001,0.100686241606236,TRUE
"Mb-1486_1","Brau-2014","FW",1.19,0.100686241606236,TRUE
"Mb-149","Brau-2014","FW",0.625000000000001,0.100686241606236,TRUE
"Mb-188","Brau-2014","FW",0.600000000000001,0.100686241606236,TRUE
"Mb-307","Brau-2014","FW",1.935,0.100686241606236,TRUE
"Mb-308","Brau-2014","FW",0.615798140286465,0.141681846678593,TRUE
"Mb-309","Brau-2014","FW",0.625000000000001,0.100686241606236,TRUE
"Mb-310","Brau-2014","FW",0.320000000000001,0.100686241606236,TRUE
"Mb-72","Brau-2014","FW",0.100000000000001,0.100686241606236,TRUE
"Mx-1548_12","Brau-2014","FW",0.660000000000001,0.100686241606236,TRUE
"Mx-1915_12","Brau-2014","FW",0.450000000000001,0.100686241606236,TRUE
"Mx-1932_13","Brau-2014","FW",0.975000000000001,0.100686241606236,TRUE
"Mx-1933_11","Brau-2014","FW",0.915000000000001,0.100686241606236,TRUE
"Mx-1956_15","Brau-2014","FW",0.640000000000001,0.100686241606236,TRUE
"Mx-2446_1","Brau-2014","FW",0.660000000000001,0.100686241606236,TRUE
"Mx-437_90","Brau-2014","FW",0.755000000000001,0.100686241606236,TRUE
"Mb-1037_52","Brau-2014","MC",14.0263249999995,2.72632727340245,TRUE
"Mb-1040_17","Brau-2014","MC",18.9817,3.85018727897545,TRUE
"Mb-1043_32","Brau-2014","MC",14.0634118354445,5.44400732195278,TRUE
"Mb-1044_50","Brau-2014","MC",12.5481627215185,3.1464282913781,TRUE
"Mb-1056_31","Brau-2014","MC",8.35715,3.85018727897545,TRUE
"Mb-1067_18","Brau-2014","MC",22.3227,3.85018727897545,TRUE
"Mb-1155_33","Brau-2014","MC",10.7075118354445,5.44400732195278,TRUE
"Mb-1162_20","Brau-2014","MC",10.9235,3.85018727897545,TRUE
"Mb-1261_15","Brau-2014","MC",12.4521,3.85018727897545,TRUE
"Mb-1353_14","Brau-2014","MC",14.353975,2.72632727340247,TRUE
"Mb-140","Brau-2014","MC",17.0524881645555,5.44400732195278,TRUE
"Mb-142","Brau-2014","MC",17.04045,3.85018727897545,TRUE
"Mb-144","Brau-2014","MC",31.65625,3.85018727897545,TRUE
"Mb-146","Brau-2014","MC",17.9585,3.85018727897545,TRUE
"Mb-166","Brau-2014","MC",27.80975,3.85018727897545,TRUE
"Mb-177","Brau-2014","MC",17.564,3.85018727897545,TRUE
"Mb-226","Brau-2014","MC",14.1693,3.85018727897545,TRUE
"Mb-272","Brau-2014","MC",21.027,3.85018727897545,TRUE
"Mb-297","Brau-2014","MC",18.8505,3.85018727897545,TRUE
"Mb-353","Brau-2014","MC",19.1135,3.85018727897545,TRUE
"Mb-383_1","Brau-2014","MC",12.05149,3.85018727897545,TRUE
"Mb-391","Brau-2014","MC",26.3881,3.85018727897545,TRUE
"Mb-393_1","Brau-2014","MC",10.1202,3.85018727897545,TRUE
"Mb-397","Brau-2014","MC",20.7418,3.85018727897545,TRUE
"Mb-399","Brau-2014","MC",10.2060118354445,5.44400732195278,TRUE
"Mb-401","Brau-2014","MC",18.666,3.85018727897545,TRUE
"Mb-411","Brau-2014","MC",18.3678,3.85018727897545,TRUE
"Mb-416","Brau-2014","MC",14.3077881645555,5.44400732195278,TRUE
"Mb-425_1","Brau-2014","MC",13.45085,3.85018727897545,TRUE
"Mb-427_1","Brau-2014","MC",13.4384118354445,5.44400732195278,TRUE
"Mb-431_1","Brau-2014","MC",19.32795,3.85018727897545,TRUE
"Mb-485_1","Brau-2014","MC",15.64435,3.85018727897545,TRUE
"Mb-486","Brau-2014","MC",16.76865,3.85018727897545,TRUE
"Mb-488_15","Brau-2014","MC",12.7568,3.85018727897545,TRUE
"Mb-490_10","Brau-2014","MC",14.042575,2.72632727340247,TRUE
"Mb-494_1","Brau-2014","MC",20.319565,3.85018727897545,TRUE
"Mb-498_1","Brau-2014","MC",19.4643,3.85018727897545,TRUE
"Mb-502_1","Brau-2014","MC",11.3864,3.85018727897545,TRUE
"Mb-505_1","Brau-2014","MC",12.0917,3.85018727897545,TRUE
"Mb-508","Brau-2014","MC",11.0078118354445,5.44400732195278,TRUE
"Mb-628_1","Brau-2014","MC",13.2855,3.85018727897545,TRUE
"Mb-76","Brau-2014","MC",15.97225,3.85018727897545,TRUE
"Mb-770_18","Brau-2014","MC",12.3932,3.85018727897545,TRUE
"Mb-779_14","Brau-2014","MC",21.9523,3.85018727897545,TRUE
"Mb-787_13","Brau-2014","MC",13.13225,3.85018727897545,TRUE
"Mb-810_11","Brau-2014","MC",10.3073881645555,5.44400732195278,TRUE
"Mb-819_19","Brau-2014","MC",10.57147,2.72632727340247,TRUE
"Mb-884_1","Brau-2014","MC",12.61365,3.85018727897545,TRUE
"Mb-913_17","Brau-2014","MC",11,3.85018727897545,TRUE
"Mb-94","Brau-2014","MC",14.1638,3.85018727897545,TRUE
"Mb-956_19","Brau-2014","MC",9.839465,2.72632727340247,TRUE
"Mb-958_19","Brau-2014","MC",16.2901,3.85018727897545,TRUE
"Mb-961_16","Brau-2014","MC",19.36185,3.85018727897545,TRUE
"Mb-965_15","Brau-2014","MC",17.45585,3.85018727897545,TRUE
"Mb-969_18","Brau-2014","MC",19.9029,3.85018727897545,TRUE
"Mx-2470_5","Brau-2014","MC",9.142345,3.85018727897545,TRUE
"Mb-102","Brau-2014","MC",26.3066499999998,3.85018727897544,TRUE
"Mb-109","Brau-2014","MC",29.30455,3.85018727897545,TRUE
"Mb-110","Brau-2014","MC",25.84115,3.85018727897545,TRUE
"Mb-111","Brau-2014","MC",29.03095,3.85018727897545,TRUE
"Mb-113","Brau-2014","MC",25.9102,3.85018727897545,TRUE
"Mb-1147_12","Brau-2014","MC",23.0228,2.72632727340247,TRUE
"Mb-115","Brau-2014","MC",15.8906,3.85018727897545,TRUE
"Mb-1153_20","Brau-2014","MC",15.6924275,2.72632727340247,TRUE
"Mb-1156_13","Brau-2014","MC",31.9913,3.85018727897545,TRUE
"Mb-1182_16","Brau-2014","MC",19.9901,3.85018727897545,TRUE
"Mb-1205_12","Brau-2014","MC",16.5733,3.85018727897545,TRUE
"Mb-1231_18","Brau-2014","MC",20.4972,3.85018727897545,TRUE
"Mb-1238_1","Brau-2014","MC",16.33345,3.85018727897545,TRUE
"Mb-14","Brau-2014","MC",17.66,3.85018727897545,TRUE
"Mb-167","Brau-2014","MC",25.6933,3.85018727897545,TRUE
"Mb-2","Brau-2014","MC",27.29745,3.85018727897545,TRUE
"Mb-221","Brau-2014","MC",25.18,3.85018727897545,TRUE
"Mb-229","Brau-2014","MC",25.7467,3.85018727897545,TRUE
"Mb-255","Brau-2014","MC",14.6026118354445,5.44400732195278,TRUE
"Mb-3","Brau-2014","MC",15.9305881645555,5.44400732195278,TRUE
"Mb-306","Brau-2014","MC",13.34793,3.85018727897545,TRUE
"Mb-31","Brau-2014","MC",27.29245,3.85018727897545,TRUE
"Mb-35","Brau-2014","MC",22.82025,3.85018727897545,TRUE
"Mb-37","Brau-2014","MC",24.1692,3.85018727897545,TRUE
"Mb-434_1","Brau-2014","MC",11.3488,3.85018727897545,TRUE
"Mb-526_13","Brau-2014","MC",14.72475,3.85018727897545,TRUE
"Mb-527_1","Brau-2014","MC",26.35935,3.85018727897545,TRUE
"Mb-533_1","Brau-2014","MC",19.07115,3.85018727897545,TRUE
"Mb-539_1","Brau-2014","MC",9.761905,3.85018727897545,TRUE
"Mb-585_1","Brau-2014","MC",25.7789881645555,5.44400732195278,TRUE
"Mb-70","Brau-2014","MC",17.8953,3.85018727897545,TRUE
"Mb-74","Brau-2014","MC",20.50445,3.85018727897545,TRUE
"Mb-851_1","Brau-2014","MC",29.6114881645555,5.44400732195278,TRUE
"Mb-86","Brau-2014","MC",30.07245,3.85018727897545,TRUE
"Mb-893_11","Brau-2014","MC",25.43575,3.85018727897545,TRUE
"Mb-9","Brau-2014","MC",20.7617,3.85018727897545,TRUE
"Mb-910_11","Brau-2014","MC",33.24195,3.85018727897545,TRUE
"Mb-914_13","Brau-2014","MC",32.72105,3.85018727897545,TRUE
"Mb-928_18","Brau-2014","MC",33.1221881645555,5.44400732195278,TRUE
"Mb-930","Brau-2014","MC",21.93425,3.85018727897545,TRUE
"Mb-931_12","Brau-2014","MC",36.5064039451482,3.1464282913781,TRUE
"Mb-933_11","Brau-2014","MC",29.9893,3.85018727897545,TRUE
"Mb-935_13","Brau-2014","MC",17.1740293881852,3.1464282913781,TRUE
"Mb-960_20","Brau-2014","MC",20.9847627215185,3.1464282913781,TRUE
"Mb-974_19","Brau-2014","MC",23.64895,3.85018727897545,TRUE
"Mb-99","Brau-2014","MC",23.0203,1.73153440416481,TRUE
"Mb-104","Brau-2014","MC",22.52905,3.85018727897545,TRUE
"Mb-1086_54","Brau-2014","MC",28.9441,3.85018727897545,TRUE
"Mb-1130_51","Brau-2014","MC",19.9441,3.85018727897545,TRUE
"Mb-1132_52","Brau-2014","MC",14.00165,3.85018727897545,TRUE
"Mb-147","Brau-2014","MC",30.5380881645555,5.44400732195278,TRUE
"Mb-148","Brau-2014","MC",28.6785,3.85018727897545,TRUE
"Mb-1485_42","Brau-2014","MC",24.20515,3.85018727897545,TRUE
"Mb-1486_1","Brau-2014","MC",16.5803,3.85018727897545,TRUE
"Mb-149","Brau-2014","MC",25.8181,3.85018727897545,TRUE
"Mb-188","Brau-2014","MC",22.4233,3.85018727897545,TRUE
"Mb-307","Brau-2014","MC",27.59405,3.85018727897545,TRUE
"Mb-308","Brau-2014","MC",24.1315881645555,5.44400732195278,TRUE
"Mb-309","Brau-2014","MC",21.32025,3.85018727897545,TRUE
"Mb-310","Brau-2014","MC",27.89035,3.85018727897545,TRUE
"Mb-72","Brau-2014","MC",25.77155,3.85018727897545,TRUE
"Mx-1548_12","Brau-2014","MC",19.8795,3.85018727897545,TRUE
"Mx-1915_12","Brau-2014","MC",17.44675,3.85018727897545,TRUE
"Mx-1932_13","Brau-2014","MC",29.16665,3.85018727897545,TRUE
"Mx-1933_11","Brau-2014","MC",19.21135,3.85018727897545,TRUE
"Mx-1956_15","Brau-2014","MC",23.6149,3.85018727897545,TRUE
"Mx-2446_1","Brau-2014","MC",20.8411,3.85018727897545,TRUE
"Mx-437_90","Brau-2014","MC",13.05995,3.85018727897545,TRUE
"Mb-1037_52","Brau-2015","DM",1.76723249999996,0.300220881622013,TRUE
"Mb-1040_17","Brau-2015","DM",1.96007499999999,0.414142406442073,TRUE
"Mb-1043_32","Brau-2015","DM",1.91769499999999,0.414142406442073,TRUE
"Mb-1044_50","Brau-2015","DM",1.45418630527883,0.342614420392337,TRUE
"Mb-1056_31","Brau-2015","DM",1.08818899999999,0.414142406442073,TRUE
"Mb-1067_18","Brau-2015","DM",1.2072635,0.414142406442073,TRUE
"Mb-1155_33","Brau-2015","DM",0.581081084163478,0.579138280078081,TRUE
"Mb-1162_20","Brau-2015","DM",3.102815,0.414142406442073,TRUE
"Mb-1261_15","Brau-2015","DM",2.786755,0.414142406442073,TRUE
"Mb-1353_14","Brau-2015","DM",2.73416,0.300220881622014,TRUE
"Mb-140","Brau-2015","DM",2.80453,0.414142406442073,TRUE
"Mb-142","Brau-2015","DM",1.65243999999999,0.414142406442073,TRUE
"Mb-144","Brau-2015","DM",2.78708,0.414142406442073,TRUE
"Mb-146","Brau-2015","DM",1.86957,0.414142406442073,TRUE
"Mb-166","Brau-2015","DM",1.469845,0.414142406442073,TRUE
"Mb-177","Brau-2015","DM",2.81719,0.414142406442073,TRUE
"Mb-226","Brau-2015","DM",3.19897999999999,0.414142406442073,TRUE
"Mb-272","Brau-2015","DM",1.972745,0.414142406442073,TRUE
"Mb-297","Brau-2015","DM",1.83404499999999,0.414142406442073,TRUE
"Mb-353","Brau-2015","DM",1.619775,0.414142406442073,TRUE
"Mb-383_1","Brau-2015","DM",1.85341499999999,0.414142406442073,TRUE
"Mb-391","Brau-2015","DM",1.422655,0.414142406442073,TRUE
"Mb-393_1","Brau-2015","DM",1.80295499999999,0.414142406442073,TRUE
"Mb-397","Brau-2015","DM",2.83993999999999,0.414142406442073,TRUE
"Mb-399","Brau-2015","DM",2.09218108416348,0.579138280078081,TRUE
"Mb-401","Brau-2015","DM",2.250875,0.414142406442073,TRUE
"Mb-411","Brau-2015","DM",2.277465,0.414142406442073,TRUE
"Mb-416","Brau-2015","DM",1.67639891583651,0.579138280078081,TRUE
"Mb-425_1","Brau-2015","DM",1.20907999999999,0.414142406442073,TRUE
"Mb-427_1","Brau-2015","DM",1.66549108416348,0.579138280078081,TRUE
"Mb-431_1","Brau-2015","DM",1.48662999999999,0.414142406442073,TRUE
"Mb-485_1","Brau-2015","DM",2.98191,0.414142406442073,TRUE
"Mb-486","Brau-2015","DM",3.61831499999999,0.414142406442073,TRUE
"Mb-488_15","Brau-2015","DM",2.93999,0.414142406442073,TRUE
"Mb-490_10","Brau-2015","DM",2.52534749999999,0.300220881622014,TRUE
"Mb-494_1","Brau-2015","DM",2.36538999999999,0.414142406442073,TRUE
"Mb-498_1","Brau-2015","DM",0.653236999999994,0.414142406442073,TRUE
"Mb-502_1","Brau-2015","DM",2.6153,0.414142406442073,TRUE
"Mb-505_1","Brau-2015","DM",2.34287999999999,0.414142406442073,TRUE
"Mb-508","Brau-2015","DM",0.926143084163478,0.579138280078081,TRUE
"Mb-628_1","Brau-2015","DM",1.81669499999999,0.414142406442073,TRUE
"Mb-76","Brau-2015","DM",1.70835,0.414142406442073,TRUE
"Mb-770_18","Brau-2015","DM",3.33082499999999,0.414142406442073,TRUE
"Mb-779_14","Brau-2015","DM",3.80611999999999,0.414142406442073,TRUE
"Mb-787_13","Brau-2015","DM",1.98955108416348,0.579138280078081,TRUE
"Mb-810_11","Brau-2015","DM",2.51541,0.414142406442073,TRUE
"Mb-819_19","Brau-2015","DM",1.5153875,0.300220881622014,TRUE
"Mb-884_1","Brau-2015","DM",2.25641,0.414142406442073,TRUE
"Mb-913_17","Brau-2015","DM",1.52374499999999,0.414142406442073,TRUE
"Mb-94","Brau-2015","DM",1.18777108416348,0.579138280078081,TRUE
"Mb-956_19","Brau-2015","DM",2.15820249999999,0.300220881622014,TRUE
"Mb-958_19","Brau-2015","DM",2.42225499999999,0.414142406442073,TRUE
"Mb-961_16","Brau-2015","DM",2.21156999999999,0.414142406442073,TRUE
"Mb-965_15","Brau-2015","DM",3.97633499999999,0.414142406442073,TRUE
"Mb-969_18","Brau-2015","DM",2.52857999999999,0.414142406442073,TRUE
"Mx-2470_5","Brau-2015","DM",2.22644999999999,0.414142406442073,TRUE
"Mb-102","Brau-2015","DM",2.39103499999996,0.414142406442073,TRUE
"Mb-109","Brau-2015","DM",1.39832649999999,0.414142406442073,TRUE
"Mb-110","Brau-2015","DM",3.55423999999999,0.414142406442073,TRUE
"Mb-111","Brau-2015","DM",1.67961999999999,0.414142406442073,TRUE
"Mb-113","Brau-2015","DM",1.62570499999999,0.414142406442073,TRUE
"Mb-1147_12","Brau-2015","DM",1.75531999999999,0.300220881622014,TRUE
"Mb-115","Brau-2015","DM",1.35443499999999,0.414142406442073,TRUE
"Mb-1153_20","Brau-2015","DM",3.68211999999999,0.300220881622014,TRUE
"Mb-1156_13","Brau-2015","DM",2.97796499999999,0.414142406442073,TRUE
"Mb-1182_16","Brau-2015","DM",2.86572999999999,0.414142406442073,TRUE
"Mb-1205_12","Brau-2015","DM",3.23232999999999,0.414142406442073,TRUE
"Mb-1231_18","Brau-2015","DM",3.85560999999999,0.414142406442073,TRUE
"Mb-1238_1","Brau-2015","DM",0.912272499999994,0.414142406442073,TRUE
"Mb-14","Brau-2015","DM",3.48899999999999,0.414142406442073,TRUE
"Mb-167","Brau-2015","DM",2.22306499999999,0.414142406442073,TRUE
"Mb-2","Brau-2015","DM",1.73416499999999,0.414142406442073,TRUE
"Mb-221","Brau-2015","DM",0.753000999999994,0.414142406442073,TRUE
"Mb-229","Brau-2015","DM",1.18777108416348,0.579138280078081,TRUE
"Mb-255","Brau-2015","DM",1.59376108416348,0.579138280078081,TRUE
"Mb-3","Brau-2015","DM",2.26069891583651,0.579138280078081,TRUE
"Mb-306","Brau-2015","DM",1.62172999999999,0.414142406442073,TRUE
"Mb-31","Brau-2015","DM",1.53967999999999,0.414142406442073,TRUE
"Mb-35","Brau-2015","DM",1.45555999999999,0.414142406442073,TRUE
"Mb-37","Brau-2015","DM",3.74378999999999,0.414142406442073,TRUE
"Mb-434_1","Brau-2015","DM",1.87515499999999,0.414142406442073,TRUE
"Mb-526_13","Brau-2015","DM",1.51344499999999,0.414142406442073,TRUE
"Mb-527_1","Brau-2015","DM",2.27924999999999,0.414142406442073,TRUE
"Mb-533_1","Brau-2015","DM",1.28919499999999,0.414142406442073,TRUE
"Mb-539_1","Brau-2015","DM",0.586608999999994,0.414142406442073,TRUE
"Mb-585_1","Brau-2015","DM",3.09064891583651,0.579138280078081,TRUE
"Mb-70","Brau-2015","DM",2.20944499999999,0.414142406442073,TRUE
"Mb-74","Brau-2015","DM",1.85233999999999,0.414142406442073,TRUE
"Mb-851_1","Brau-2015","DM",1.22229891583651,0.579138280078081,TRUE
"Mb-86","Brau-2015","DM",2.77526999999999,0.414142406442073,TRUE
"Mb-893_11","Brau-2015","DM",1.82149999999999,0.414142406442073,TRUE
"Mb-9","Brau-2015","DM",1.73765499999999,0.414142406442073,TRUE
"Mb-910_11","Brau-2015","DM",2.94229999999999,0.414142406442073,TRUE
"Mb-914_13","Brau-2015","DM",2.35927999999999,0.414142406442073,TRUE
"Mb-928_18","Brau-2015","DM",3.75096891583651,0.579138280078081,TRUE
"Mb-930","Brau-2015","DM",2.28335549999999,0.414142406442073,TRUE
"Mb-931_12","Brau-2015","DM",2.95752108416348,0.579138280078081,TRUE
"Mb-933_11","Brau-2015","DM",1.71324499999999,0.414142406442073,TRUE
"Mb-935_13","Brau-2015","DM",1.8919179719455,0.342614420392337,TRUE
"Mb-960_20","Brau-2015","DM",2.75912999999999,0.300220881622014,TRUE
"Mb-974_19","Brau-2015","DM",2.45271499999999,0.414142406442073,TRUE
"Mb-99","Brau-2015","DM",3.03644232932554,0.155740113949863,TRUE
"Mb-104","Brau-2015","DM",3.66064,0.414142406442073,TRUE
"Mb-1086_54","Brau-2015","DM",6.002085,0.414142406442073,TRUE
"Mb-1130_51","Brau-2015","DM",3.139465,0.414142406442073,TRUE
"Mb-1132_52","Brau-2015","DM",1.7783,0.414142406442073,TRUE
"Mb-147","Brau-2015","DM",3.076235,0.414142406442073,TRUE
"Mb-148","Brau-2015","DM",3.12347,0.414142406442073,TRUE
"Mb-1485_42","Brau-2015","DM",3.77445,0.414142406442073,TRUE
"Mb-1486_1","Brau-2015","DM",3.76859,0.414142406442073,TRUE
"Mb-149","Brau-2015","DM",3.46114,0.414142406442073,TRUE
"Mb-188","Brau-2015","DM",4.71643,0.414142406442073,TRUE
"Mb-307","Brau-2015","DM",5.77478,0.414142406442073,TRUE
"Mb-308","Brau-2015","DM",4.58967891583651,0.579138280078081,TRUE
"Mb-309","Brau-2015","DM",5.0861,0.414142406442073,TRUE
"Mb-310","Brau-2015","DM",2.955895,0.414142406442073,TRUE
"Mb-72","Brau-2015","DM",2.41017,0.414142406442073,TRUE
"Mx-1548_12","Brau-2015","DM",1.90487,0.414142406442073,TRUE
"Mx-1915_12","Brau-2015","DM",2.19935108416348,0.579138280078081,TRUE
"Mx-1932_13","Brau-2015","DM",3.19487499999999,0.414142406442073,TRUE
"Mx-1933_11","Brau-2015","DM",2.84324499999999,0.414142406442073,TRUE
"Mx-1956_15","Brau-2015","DM",2.29396999999999,0.414142406442073,TRUE
"Mx-2446_1","Brau-2015","DM",2.72871499999999,0.414142406442073,TRUE
"Mx-437_90","Brau-2015","DM",4.07362499999999,0.414142406442073,TRUE
"Mb-1037_52","Brau-2015","FW",1.95,0.366631893822733,TRUE
"Mb-1040_17","Brau-2015","FW",2.27,0.506115478600794,TRUE
"Mb-1043_32","Brau-2015","FW",2.14,0.506115478600794,TRUE
"Mb-1044_50","Brau-2015","FW",1.61160240118541,0.41854135540811,TRUE
"Mb-1056_31","Brau-2015","FW",1.21,0.506115478600794,TRUE
"Mb-1067_18","Brau-2015","FW",1.52,0.506115478600794,TRUE
"Mb-1155_33","Brau-2015","FW",0.705192796443784,0.707983213881068,TRUE
"Mb-1162_20","Brau-2015","FW",3.57,0.506115478600794,TRUE
"Mb-1261_15","Brau-2015","FW",3.13,0.506115478600794,TRUE
"Mb-1353_14","Brau-2015","FW",3.03,0.366631893822733,TRUE
"Mb-140","Brau-2015","FW",3.12,0.506115478600793,TRUE
"Mb-142","Brau-2015","FW",1.82,0.506115478600793,TRUE
"Mb-144","Brau-2015","FW",3.08,0.506115478600793,TRUE
"Mb-146","Brau-2015","FW",2.12,0.506115478600793,TRUE
"Mb-166","Brau-2015","FW",1.92,0.506115478600793,TRUE
"Mb-177","Brau-2015","FW",3.12,0.506115478600793,TRUE
"Mb-226","Brau-2015","FW",3.58,0.506115478600793,TRUE
"Mb-272","Brau-2015","FW",2.16,0.506115478600793,TRUE
"Mb-297","Brau-2015","FW",2.01,0.506115478600793,TRUE
"Mb-353","Brau-2015","FW",1.77,0.506115478600793,TRUE
"Mb-383_1","Brau-2015","FW",2.24,0.506115478600793,TRUE
"Mb-391","Brau-2015","FW",1.59,0.506115478600793,TRUE
"Mb-393_1","Brau-2015","FW",2.31,0.506115478600793,TRUE
"Mb-397","Brau-2015","FW",3.36,0.506115478600793,TRUE
"Mb-399","Brau-2015","FW",2.36519279644378,0.707983213881067,TRUE
"Mb-401","Brau-2015","FW",2.67,0.506115478600793,TRUE
"Mb-411","Brau-2015","FW",2.85,0.506115478600793,TRUE
"Mb-416","Brau-2015","FW",2.35480720355622,0.707983213881067,TRUE
"Mb-425_1","Brau-2015","FW",1.44,0.506115478600793,TRUE
"Mb-427_1","Brau-2015","FW",1.88519279644378,0.707983213881067,TRUE
"Mb-431_1","Brau-2015","FW",1.68,0.506115478600793,TRUE
"Mb-485_1","Brau-2015","FW",3.35,0.506115478600793,TRUE
"Mb-486","Brau-2015","FW",4.1,0.506115478600793,TRUE
"Mb-488_15","Brau-2015","FW",3.36,0.506115478600793,TRUE
"Mb-490_10","Brau-2015","FW",2.845,0.366631893822733,TRUE
"Mb-494_1","Brau-2015","FW",2.63,0.506115478600793,TRUE
"Mb-498_1","Brau-2015","FW",0.82,0.506115478600793,TRUE
"Mb-502_1","Brau-2015","FW",3.24,0.506115478600793,TRUE
