"Genotype","Environment","trait","BLUE","SE","converged"
"Mb-14","Brau-2016","MC",31.93875,4.0488461410818,TRUE
"Mb-167","Brau-2016","MC",54.5376,4.0488461410818,TRUE
"Mb-2","Brau-2016","MC",31.78135,4.0488461410818,TRUE
"Mb-221","Brau-2016","MC",33.9892173980493,5.72485096633221,TRUE
"Mb-229","Brau-2016","MC",27.87195,4.0488461410818,TRUE
"Mb-255","Brau-2016","MC",35.4473173980493,5.72485096633221,TRUE
"Mb-3","Brau-2016","MC",33.9886826019507,5.72485096633221,TRUE
"Mb-306","Brau-2016","MC",34.5064,4.0488461410818,TRUE
"Mb-31","Brau-2016","MC",29.4598,4.0488461410818,TRUE
"Mb-35","Brau-2016","MC",27.4948,4.0488461410818,TRUE
"Mb-37","Brau-2016","MC",42.4516,4.0488461410818,TRUE
"Mb-526_13","Brau-2016","MC",12.73725,4.0488461410818,TRUE
"Mb-527_1","Brau-2016","MC",12.1358,4.0488461410818,TRUE
"Mb-70","Brau-2016","MC",46.78455,4.0488461410818,TRUE
"Mb-74","Brau-2016","MC",41.6811,4.0488461410818,TRUE
"Mb-86","Brau-2016","MC",31.81995,4.0488461410818,TRUE
"Mb-893_11","Brau-2016","MC",15.2042173980493,5.72485096633221,TRUE
"Mb-9","Brau-2016","MC",30.21165,4.0488461410818,TRUE
"Mb-910_11","Brau-2016","MC",24.50105,4.0488461410818,TRUE
"Mb-928_18","Brau-2016","MC",40.2457826019507,5.72485096633221,TRUE
"Mb-930","Brau-2016","MC",40.93555,4.0488461410818,TRUE
"Mb-931_12","Brau-2016","MC",29.72005,4.0488461410818,TRUE
"Mb-933_11","Brau-2016","MC",31.54075,4.0488461410818,TRUE
"Mb-960_20","Brau-2016","MC",33.3644,2.86816814902111,TRUE
"Mb-974_19","Brau-2016","MC",26.5688,4.0488461410818,TRUE
"Mb-99","Brau-2016","MC",24.9609290752438,1.44984537077267,TRUE
"Mb-104","Brau-2016","MC",40.25925,4.0488461410818,TRUE
"Mb-1086_54","Brau-2016","MC",29.5916,4.0488461410818,TRUE
"Mb-1130_51","Brau-2016","MC",28.0761,4.0488461410818,TRUE
"Mb-147","Brau-2016","MC",37.6973173980493,5.72485096633221,TRUE
"Mb-148","Brau-2016","MC",37.84105,4.0488461410818,TRUE
"Mb-1485_42","Brau-2016","MC",31.9752,4.0488461410818,TRUE
"Mb-1486_1","Brau-2016","MC",19.29875,4.0488461410818,TRUE
"Mb-149","Brau-2016","MC",37.0201,4.0488461410818,TRUE
"Mb-188","Brau-2016","MC",37.96155,4.0488461410818,TRUE
"Mb-307","Brau-2016","MC",29.9646,4.0488461410818,TRUE
"Mb-308","Brau-2016","MC",38.4790826019507,5.72485096633221,TRUE
"Mb-309","Brau-2016","MC",40.75755,4.0488461410818,TRUE
"Mb-310","Brau-2016","MC",38.1707,4.0488461410818,TRUE
"Mb-72","Brau-2016","MC",29.9798173980493,5.72485096633221,TRUE
"Mx-1548_12","Brau-2016","MC",15.353,4.0488461410818,TRUE
"Mx-1915_12","Brau-2016","MC",16.40175,4.0488461410818,TRUE
"Mx-1932_13","Brau-2016","MC",18.7768,4.0488461410818,TRUE
"Mx-1933_11","Brau-2016","MC",19.9932,4.0488461410818,TRUE
"Mx-1956_15","Brau-2016","MC",19.68865,4.0488461410818,TRUE
"Mx-2446_1","Brau-2016","MC",38.3886826019507,5.72485096633221,TRUE
