"Genotype","Environment","Year","Rep","Block","Row","Col","trait","value","PopGroup"
"Mb-787_13","Aber-2016","2016",NA,"3","7","5","DM",0.926,"M. sacchariflorus"
"Mb-787_13","Aber-2016","2016",NA,"3","7","5","FW",1.24,"M. sacchariflorus"
"Mb-787_13","Aber-2016","2016",NA,"3","7","5","MC",25.3,"M. sacchariflorus"
"Mb-965_15","Aber-2015","2015",NA,"3","24","5","DM",0.114344,"M. sacchariflorus"
"Mb-965_15","Aber-2015","2015",NA,"3","24","5","FW",0.15,"M. sacchariflorus"
"Mb-965_15","Aber-2015","2015",NA,"3","24","5","MC",23.7705,"M. sacchariflorus"
"Mb-965_15","Aber-2016","2016",NA,"3","24","5","DM",0.472,"M. sacchariflorus"
"Mb-965_15","Aber-2016","2016",NA,"3","24","5","FW",0.66,"M. sacchariflorus"
"Mb-965_15","Aber-2016","2016",NA,"3","24","5","MC",28.5,"M. sacchariflorus"
"Mb-1162_20","Aber-2015","2015",NA,"3","12","6","DM",0.794635,"M. sacchariflorus"
"Mb-1162_20","Aber-2015","2015",NA,"3","12","6","FW",0.95,"M. sacchariflorus"
"Mb-1162_20","Aber-2015","2015",NA,"3","12","6","MC",16.3542,"M. sacchariflorus"
"Mb-1162_20","Aber-2016","2016",NA,"3","12","6","DM",2.515,"M. sacchariflorus"
"Mb-1162_20","Aber-2016","2016",NA,"3","12","6","FW",3.04,"M. sacchariflorus"
"Mb-1162_20","Aber-2016","2016",NA,"3","12","6","MC",17.3,"M. sacchariflorus"
"Mb-1086_54","Aber-2015","2015",NA,"3","10","6","DM",3.14772,"M. x gig"
"Mb-1086_54","Aber-2015","2015",NA,"3","10","6","FW",5.15,"M. x gig"
"Mb-1086_54","Aber-2015","2015",NA,"3","10","6","MC",38.8792,"M. x gig"
"Mb-1086_54","Aber-2016","2016",NA,"3","10","6","DM",4.751,"M. x gig"
"Mb-1086_54","Aber-2016","2016",NA,"3","10","6","FW",7.582,"M. x gig"
"Mb-1086_54","Aber-2016","2016",NA,"3","10","6","MC",37.3,"M. x gig"
"Mb-1132_52","Aber-2015","2015",NA,"3","3","7","DM",0.774852,"M. x gig"
"Mb-1132_52","Aber-2015","2015",NA,"3","3","7","FW",0.9,"M. x gig"
"Mb-1132_52","Aber-2015","2015",NA,"3","3","7","MC",13.9053,"M. x gig"
"Mb-1132_52","Aber-2016","2016",NA,"3","3","7","DM",0.945,"M. x gig"
"Mb-1132_52","Aber-2016","2016",NA,"3","3","7","FW",1.14,"M. x gig"
"Mb-1132_52","Aber-2016","2016",NA,"3","3","7","MC",17.1,"M. x gig"
"Mb-306","Aber-2015","2015",NA,"3","25","7","DM",0.250163,"M. sinensis"
"Mb-306","Aber-2015","2015",NA,"3","25","7","FW",0.35,"M. sinensis"
"Mb-306","Aber-2015","2015",NA,"3","25","7","MC",28.5249,"M. sinensis"
"Mb-306","Aber-2016","2016",NA,"3","25","7","DM",0.688,"M. sinensis"
"Mb-306","Aber-2016","2016",NA,"3","25","7","FW",0.94,"M. sinensis"
"Mb-306","Aber-2016","2016",NA,"3","25","7","MC",26.9,"M. sinensis"
"Mb-148","Aber-2015","2015",NA,"3","2","9","DM",1.33172,"M. x gig"
"Mb-148","Aber-2015","2015",NA,"3","2","9","FW",1.65,"M. x gig"
"Mb-148","Aber-2015","2015",NA,"3","2","9","MC",19.2897,"M. x gig"
"Mb-148","Aber-2016","2016",NA,"3","2","9","DM",1.654,"M. x gig"
"Mb-148","Aber-2016","2016",NA,"3","2","9","FW",3.02,"M. x gig"
"Mb-148","Aber-2016","2016",NA,"3","2","9","MC",45.2,"M. x gig"
"Mx-1915_12","Aber-2015","2015",NA,"3","36","9","DM",0.661149,"M. x gig"
"Mx-1915_12","Aber-2015","2015",NA,"3","36","9","FW",0.95,"M. x gig"
"Mx-1915_12","Aber-2015","2015",NA,"3","36","9","MC",30.4054,"M. x gig"
"Mx-1915_12","Aber-2016","2016",NA,"3","36","9","DM",0.901,"M. x gig"
"Mx-1915_12","Aber-2016","2016",NA,"3","36","9","FW",1.3,"M. x gig"
"Mx-1915_12","Aber-2016","2016",NA,"3","36","9","MC",30.7,"M. x gig"
"Mb-2","Aber-2015","2015",NA,"3","39","9","DM",0.800835,"M. sinensis"
"Mb-2","Aber-2015","2015",NA,"3","39","9","FW",0.95,"M. sinensis"
"Mb-2","Aber-2015","2015",NA,"3","39","9","MC",15.7016,"M. sinensis"
"Mb-2","Aber-2016","2016",NA,"3","39","9","DM",1.897,"M. sinensis"
"Mb-2","Aber-2016","2016",NA,"3","39","9","FW",2.68,"M. sinensis"
"Mb-2","Aber-2016","2016",NA,"3","39","9","MC",29.2,"M. sinensis"
"Mb-1485_42","Aber-2015","2015",NA,"3","34","10","DM",3.7767,"M. x gig"
"Mb-1485_42","Aber-2015","2015",NA,"3","34","10","FW",4.85,"M. x gig"
"Mb-1485_42","Aber-2015","2015",NA,"3","34","10","MC",22.1299,"M. x gig"
"Mb-1485_42","Aber-2016","2016",NA,"3","34","10","DM",4.399,"M. x gig"
"Mb-1485_42","Aber-2016","2016",NA,"3","34","10","FW",6.52,"M. x gig"
"Mb-1485_42","Aber-2016","2016",NA,"3","34","10","MC",32.5,"M. x gig"
"Mb-309","Aber-2015","2015",NA,"3","31","10","DM",0.851243,"M. x gig"
"Mb-309","Aber-2015","2015",NA,"3","31","10","FW",1.65,"M. x gig"
"Mb-309","Aber-2015","2015",NA,"3","31","10","MC",48.4095,"M. x gig"
"Mb-309","Aber-2016","2016",NA,"3","31","10","DM",1.887,"M. x gig"
"Mb-309","Aber-2016","2016",NA,"3","31","10","FW",2.56,"M. x gig"
"Mb-309","Aber-2016","2016",NA,"3","31","10","MC",26.3,"M. x gig"
"Mx-1932_13","Aber-2015","2015",NA,"3","22","10","DM",2.48571,"M. x gig"
"Mx-1932_13","Aber-2015","2015",NA,"3","22","10","FW",2.9,"M. x gig"
"Mx-1932_13","Aber-2015","2015",NA,"3","22","10","MC",14.2857,"M. x gig"
"Mx-1932_13","Aber-2016","2016",NA,"3","22","10","DM",2.664,"M. x gig"
"Mx-1932_13","Aber-2016","2016",NA,"3","22","10","FW",3.68,"M. x gig"
"Mx-1932_13","Aber-2016","2016",NA,"3","22","10","MC",27.6,"M. x gig"
"Mb-956_19","Aber-2015","2015",NA,"3","2","11","DM",1.30397,"M. sacchariflorus"
"Mb-956_19","Aber-2015","2015",NA,"3","2","11","FW",1.5,"M. sacchariflorus"
"Mb-956_19","Aber-2015","2015",NA,"3","2","11","MC",13.0687,"M. sacchariflorus"
"Mb-956_19","Aber-2016","2016",NA,"3","2","11","DM",1.637,"M. sacchariflorus"
"Mb-956_19","Aber-2016","2016",NA,"3","2","11","FW",2.02,"M. sacchariflorus"
"Mb-956_19","Aber-2016","2016",NA,"3","2","11","MC",19,"M. sacchariflorus"
"Mb-188","Aber-2015","2015",NA,"3","22","13","DM",2.32406,"M. x gig"
"Mb-188","Aber-2015","2015",NA,"3","22","13","FW",3.1,"M. x gig"
"Mb-188","Aber-2015","2015",NA,"3","22","13","MC",25.0303,"M. x gig"
"Mb-188","Aber-2016","2016",NA,"3","22","13","DM",4.132,"M. x gig"
"Mb-188","Aber-2016","2016",NA,"3","22","13","FW",5.64,"M. x gig"
"Mb-188","Aber-2016","2016",NA,"3","22","13","MC",26.7,"M. x gig"
"Mx-437_90","Aber-2015","2015",NA,"3","25","14","DM",2.1572,"M. x gig"
"Mx-437_90","Aber-2015","2015",NA,"3","25","14","FW",2.45,"M. x gig"
"Mx-437_90","Aber-2015","2015",NA,"3","25","14","MC",11.9512,"M. x gig"
"Mx-437_90","Aber-2016","2016",NA,"3","25","14","DM",2.657,"M. x gig"
"Mx-437_90","Aber-2016","2016",NA,"3","25","14","FW",3.54,"M. x gig"
"Mx-437_90","Aber-2016","2016",NA,"3","25","14","MC",24.9,"M. x gig"
"Mb-1486_1","Aber-2015","2015",NA,"3","7","14","DM",3.13592,"M. x gig"
"Mb-1486_1","Aber-2015","2015",NA,"3","7","14","FW",3.65,"M. x gig"
"Mb-1486_1","Aber-2015","2015",NA,"3","7","14","MC",14.0845,"M. x gig"
"Mb-1486_1","Aber-2016","2016",NA,"3","7","14","DM",3.054,"M. x gig"
"Mb-1486_1","Aber-2016","2016",NA,"3","7","14","FW",4.5,"M. x gig"
"Mb-1486_1","Aber-2016","2016",NA,"3","7","14","MC",32.1,"M. x gig"
"Mb-166","Aber-2015","2015",NA,"3","6","14","DM",0.776007,"M. sacchariflorus"
"Mb-166","Aber-2015","2015",NA,"3","6","14","FW",1.45,"M. sacchariflorus"
"Mb-166","Aber-2015","2015",NA,"3","6","14","MC",46.4823,"M. sacchariflorus"
"Mb-166","Aber-2016","2016",NA,"3","6","14","DM",1.495,"M. sacchariflorus"
"Mb-166","Aber-2016","2016",NA,"3","6","14","FW",2.58,"M. sacchariflorus"
"Mb-166","Aber-2016","2016",NA,"3","6","14","MC",42,"M. sacchariflorus"
"Mb-31","Aber-2015","2015",NA,"3","1","15","DM",1.39434,"M. sinensis"
"Mb-31","Aber-2015","2015",NA,"3","1","15","FW",1.6,"M. sinensis"
"Mb-31","Aber-2015","2015",NA,"3","1","15","MC",12.8537,"M. sinensis"
"Mb-31","Aber-2016","2016",NA,"3","1","15","DM",0.421,"M. sinensis"
"Mb-31","Aber-2016","2016",NA,"3","1","15","FW",0.56,"M. sinensis"
"Mb-31","Aber-2016","2016",NA,"3","1","15","MC",24.8,"M. sinensis"
"Mb-221","Aber-2015","2015",NA,"3","15","17","DM",0.316506,"M. sinensis"
"Mb-221","Aber-2015","2015",NA,"3","15","17","FW",0.5,"M. sinensis"
"Mb-221","Aber-2015","2015",NA,"3","15","17","MC",36.6987,"M. sinensis"
"Mb-221","Aber-2016","2016",NA,"3","15","17","DM",0.731,"M. sinensis"
"Mb-221","Aber-2016","2016",NA,"3","15","17","FW",1.1,"M. sinensis"
"Mb-221","Aber-2016","2016",NA,"3","15","17","MC",33.6,"M. sinensis"
"Mb-961_16","Aber-2015","2015",NA,"3","29","17","DM",1.41994,"M. sacchariflorus"
"Mb-961_16","Aber-2015","2015",NA,"3","29","17","FW",1.65,"M. sacchariflorus"
"Mb-961_16","Aber-2015","2015",NA,"3","29","17","MC",13.9432,"M. sacchariflorus"
"Mb-961_16","Aber-2016","2016",NA,"3","29","17","DM",1.734,"M. sacchariflorus"
"Mb-961_16","Aber-2016","2016",NA,"3","29","17","FW",2.16,"M. sacchariflorus"
"Mb-961_16","Aber-2016","2016",NA,"3","29","17","MC",19.7,"M. sacchariflorus"
"Mb-142","Aber-2015","2015",NA,"3","8","18","DM",0.0837629,"M. sacchariflorus"
"Mb-142","Aber-2015","2015",NA,"3","8","18","FW",0.1,"M. sacchariflorus"
"Mb-142","Aber-2015","2015",NA,"3","8","18","MC",16.2371,"M. sacchariflorus"
"Mb-142","Aber-2016","2016",NA,"3","8","18","DM",0.983,"M. sacchariflorus"
"Mb-142","Aber-2016","2016",NA,"3","8","18","FW",1.24,"M. sacchariflorus"
"Mb-142","Aber-2016","2016",NA,"3","8","18","MC",20.7,"M. sacchariflorus"
"Mb-1067_18","Aber-2015","2015",NA,"1","18","3","DM",0.549761,"M. sacchariflorus"
"Mb-1067_18","Aber-2015","2015",NA,"1","18","3","FW",0.86,"M. sacchariflorus"
"Mb-1067_18","Aber-2015","2015",NA,"1","18","3","MC",36.0743,"M. sacchariflorus"
"Mb-1067_18","Aber-2016","2016",NA,"1","18","3","DM",1.965,"M. sacchariflorus"
"Mb-1067_18","Aber-2016","2016",NA,"1","18","3","FW",3.079,"M. sacchariflorus"
"Mb-1067_18","Aber-2016","2016",NA,"1","18","3","MC",36.2,"M. sacchariflorus"
"Mb-1182_16","Aber-2015","2015",NA,"1","12","13","DM",1.51617,"M. sinensis"
"Mb-1182_16","Aber-2015","2015",NA,"1","12","13","FW",4.62,"M. sinensis"
"Mb-1182_16","Aber-2015","2015",NA,"1","12","13","MC",67.1826,"M. sinensis"
"Mb-1182_16","Aber-2016","2016",NA,"1","12","13","DM",3.218,"M. sinensis"
"Mb-1182_16","Aber-2016","2016",NA,"1","12","13","FW",6.512,"M. sinensis"
"Mb-1182_16","Aber-2016","2016",NA,"1","12","13","MC",50.6,"M. sinensis"
"Mb-526_13","Aber-2015","2015",NA,"1","37","2","DM",0.472472,"M. sinensis"
"Mb-526_13","Aber-2015","2015",NA,"1","37","2","FW",0.58,"M. sinensis"
"Mb-526_13","Aber-2015","2015",NA,"1","37","2","MC",18.5393,"M. sinensis"
"Mb-526_13","Aber-2016","2016",NA,"1","37","2","DM",0.91,"M. sinensis"
"Mb-526_13","Aber-2016","2016",NA,"1","37","2","FW",1.136,"M. sinensis"
"Mb-526_13","Aber-2016","2016",NA,"1","37","2","MC",19.9,"M. sinensis"
"Mb-527_1","Aber-2015","2015",NA,"1","39","6","DM",0.392398,"M. sinensis"
"Mb-527_1","Aber-2015","2015",NA,"1","39","6","FW",0.5,"M. sinensis"
"Mb-527_1","Aber-2015","2015",NA,"1","39","6","MC",21.5203,"M. sinensis"
"Mb-527_1","Aber-2016","2016",NA,"1","39","6","DM",1.281,"M. sinensis"
"Mb-527_1","Aber-2016","2016",NA,"1","39","6","FW",1.599,"M. sinensis"
"Mb-527_1","Aber-2016","2016",NA,"1","39","6","MC",19.9,"M. sinensis"
"Mb-819_19","Aber-2015","2015",NA,"1","14","11","DM",0.0365961,"M. sacchariflorus"
"Mb-819_19","Aber-2015","2015",NA,"1","14","11","FW",0.06,"M. sacchariflorus"
"Mb-819_19","Aber-2015","2015",NA,"1","14","11","MC",39.0066,"M. sacchariflorus"
"Mb-819_19","Aber-2016","2016",NA,"1","14","11","DM",0.234,"M. sacchariflorus"
"Mb-819_19","Aber-2016","2016",NA,"1","14","11","FW",0.298,"M. sacchariflorus"
"Mb-819_19","Aber-2016","2016",NA,"1","14","11","MC",21.6,"M. sacchariflorus"
"Mb-928_18","Aber-2015","2015",NA,"1","39","14","DM",0.349373,"M. sinensis"
"Mb-928_18","Aber-2015","2015",NA,"1","39","14","FW",0.8,"M. sinensis"
"Mb-928_18","Aber-2015","2015",NA,"1","39","14","MC",56.3284,"M. sinensis"
"Mb-928_18","Aber-2016","2016",NA,"1","39","14","DM",1.337,"M. sinensis"
"Mb-928_18","Aber-2016","2016",NA,"1","39","14","FW",2.552,"M. sinensis"
"Mb-928_18","Aber-2016","2016",NA,"1","39","14","MC",47.6,"M. sinensis"
"Mb-930","Aber-2015","2015",NA,"1","10","10","DM",1.28604,"M. sinensis"
"Mb-930","Aber-2015","2015",NA,"1","10","10","FW",2.84,"M. sinensis"
"Mb-930","Aber-2015","2015",NA,"1","10","10","MC",54.717,"M. sinensis"
"Mb-930","Aber-2016","2016",NA,"1","10","10","DM",1.609,"M. sinensis"
"Mb-930","Aber-2016","2016",NA,"1","10","10","FW",3.014,"M. sinensis"
"Mb-930","Aber-2016","2016",NA,"1","10","10","MC",46.6,"M. sinensis"
"Mb-974_19","Aber-2015","2015",NA,"1","23","2","DM",0.305954,"M. sinensis"
"Mb-974_19","Aber-2015","2015",NA,"1","23","2","FW",0.54,"M. sinensis"
"Mb-974_19","Aber-2015","2015",NA,"1","23","2","MC",43.3419,"M. sinensis"
"Mb-974_19","Aber-2016","2016",NA,"1","23","2","DM",1.212,"M. sinensis"
"Mb-974_19","Aber-2016","2016",NA,"1","23","2","FW",1.815,"M. sinensis"
"Mb-974_19","Aber-2016","2016",NA,"1","23","2","MC",33.2,"M. sinensis"
"Mb-99","Aber-2015","2015",NA,"1","30","14","DM",1.05706,"M. sinensis"
"Mb-99","Aber-2015","2015",NA,"1","30","14","FW",2.02,"M. sinensis"
"Mb-99","Aber-2015","2015",NA,"1","30","14","MC",47.6702,"M. sinensis"
"Mb-99","Aber-2016","2016",NA,"1","30","14","DM",2.032,"M. sinensis"
"Mb-99","Aber-2016","2016",NA,"1","30","14","FW",3.076,"M. sinensis"
"Mb-99","Aber-2016","2016",NA,"1","30","14","MC",33.9,"M. sinensis"
"Mb-810_11","Aber-2015","2015",NA,"1","5","2","DM",0.248556,"M. sacchariflorus"
"Mb-810_11","Aber-2015","2015",NA,"1","5","2","FW",0.3,"M. sacchariflorus"
"Mb-810_11","Aber-2015","2015",NA,"1","5","2","MC",17.148,"M. sacchariflorus"
"Mb-1037_52","Aber-2015","2015",NA,"2","33","6","DM",0.299583,"M. sacchariflorus"
"Mb-1037_52","Aber-2015","2015",NA,"2","33","6","FW",0.35,"M. sacchariflorus"
"Mb-1037_52","Aber-2015","2015",NA,"2","33","6","MC",14.405,"M. sacchariflorus"
"Mb-1044_50","Aber-2015","2015",NA,"2","31","9","DM",0.270139,"M. sacchariflorus"
"Mb-1044_50","Aber-2015","2015",NA,"2","31","9","FW",0.35,"M. sacchariflorus"
"Mb-1044_50","Aber-2015","2015",NA,"2","31","9","MC",22.8175,"M. sacchariflorus"
"Mb-1044_50","Aber-2016","2016",NA,"2","31","9","DM",0.635,"M. sacchariflorus"
"Mb-1044_50","Aber-2016","2016",NA,"2","31","9","FW",0.756,"M. sacchariflorus"
"Mb-1044_50","Aber-2016","2016",NA,"2","31","9","MC",16,"M. sacchariflorus"
"Mb-1153_20","Aber-2015","2015",NA,"2","31","6","DM",2.75,"M. sinensis"
"Mb-1153_20","Aber-2015","2015",NA,"2","31","6","FW",5.5,"M. sinensis"
"Mb-1153_20","Aber-2015","2015",NA,"2","31","6","MC",50,"M. sinensis"
"Mb-1153_20","Aber-2016","2016",NA,"2","31","6","DM",4.374,"M. sinensis"
"Mb-1153_20","Aber-2016","2016",NA,"2","31","6","FW",8.119,"M. sinensis"
"Mb-1153_20","Aber-2016","2016",NA,"2","31","6","MC",46.1,"M. sinensis"
"Mb-1205_12","Aber-2015","2015",NA,"2","37","10","DM",1.85965,"M. sinensis"
"Mb-1205_12","Aber-2015","2015",NA,"2","37","10","FW",2.65,"M. sinensis"
"Mb-1205_12","Aber-2015","2015",NA,"2","37","10","MC",29.8246,"M. sinensis"
"Mb-1205_12","Aber-2016","2016",NA,"2","37","10","DM",2.033,"M. sinensis"
"Mb-1205_12","Aber-2016","2016",NA,"2","37","10","FW",3.169,"M. sinensis"
"Mb-1205_12","Aber-2016","2016",NA,"2","37","10","MC",35.8,"M. sinensis"
"Mb-1231_18","Aber-2015","2015",NA,"2","40","5","DM",1.06805,"M. sinensis"
"Mb-1231_18","Aber-2015","2015",NA,"2","40","5","FW",1.95,"M. sinensis"
"Mb-1231_18","Aber-2015","2015",NA,"2","40","5","MC",45.2282,"M. sinensis"
"Mb-1231_18","Aber-2016","2016",NA,"2","40","5","DM",3.128,"M. sinensis"
"Mb-1231_18","Aber-2016","2016",NA,"2","40","5","FW",5.113,"M. sinensis"
"Mb-1231_18","Aber-2016","2016",NA,"2","40","5","MC",38.8,"M. sinensis"
"Mb-1261_15","Aber-2015","2015",NA,"2","11","12","DM",0.41541,"M. sacchariflorus"
"Mb-1261_15","Aber-2015","2015",NA,"2","11","12","FW",0.5,"M. sacchariflorus"
"Mb-1261_15","Aber-2015","2015",NA,"2","11","12","MC",16.918,"M. sacchariflorus"
"Mb-1261_15","Aber-2016","2016",NA,"2","11","12","DM",1.9,"M. sacchariflorus"
"Mb-1261_15","Aber-2016","2016",NA,"2","11","12","FW",2.24,"M. sacchariflorus"
"Mb-1261_15","Aber-2016","2016",NA,"2","11","12","MC",15.2,"M. sacchariflorus"
"Mb-527_1","Aber-2015","2015",NA,"2","15","7","DM",0.468696,"M. sinensis"
"Mb-527_1","Aber-2015","2015",NA,"2","15","7","FW",0.55,"M. sinensis"
"Mb-527_1","Aber-2015","2015",NA,"2","15","7","MC",14.7826,"M. sinensis"
"Mb-527_1","Aber-2016","2016",NA,"2","15","7","DM",0.99,"M. sinensis"
"Mb-527_1","Aber-2016","2016",NA,"2","15","7","FW",1.214,"M. sinensis"
"Mb-527_1","Aber-2016","2016",NA,"2","15","7","MC",18.5,"M. sinensis"
"Mb-585_1","Aber-2015","2015",NA,"2","33","11","DM",0.733227,"M. sinensis"
"Mb-585_1","Aber-2015","2015",NA,"2","33","11","FW",0.95,"M. sinensis"
"Mb-585_1","Aber-2015","2015",NA,"2","33","11","MC",22.8182,"M. sinensis"
"Mb-585_1","Aber-2016","2016",NA,"2","33","11","DM",1.69,"M. sinensis"
"Mb-585_1","Aber-2016","2016",NA,"2","33","11","FW",2.03,"M. sinensis"
"Mb-585_1","Aber-2016","2016",NA,"2","33","11","MC",16.7,"M. sinensis"
"Mb-770_18","Aber-2015","2015",NA,"2","16","6","DM",0.243715,"M. sacchariflorus"
"Mb-770_18","Aber-2015","2015",NA,"2","16","6","FW",0.3,"M. sacchariflorus"
"Mb-770_18","Aber-2015","2015",NA,"2","16","6","MC",18.7617,"M. sacchariflorus"
"Mb-770_18","Aber-2016","2016",NA,"2","16","6","DM",0.537,"M. sacchariflorus"
"Mb-770_18","Aber-2016","2016",NA,"2","16","6","FW",0.652,"M. sacchariflorus"
"Mb-770_18","Aber-2016","2016",NA,"2","16","6","MC",17.6,"M. sacchariflorus"
"Mb-810_11","Aber-2015","2015",NA,"2","10","9","DM",0.0458,"M. sacchariflorus"
"Mb-810_11","Aber-2015","2015",NA,"2","10","9","FW",0.05756,"M. sacchariflorus"
"Mb-810_11","Aber-2015","2015",NA,"2","10","9","MC",20.4309,"M. sacchariflorus"
"Mb-810_11","Aber-2016","2016",NA,"2","10","9","DM",0.519,"M. sacchariflorus"
"Mb-810_11","Aber-2016","2016",NA,"2","10","9","FW",0.628,"M. sacchariflorus"
"Mb-810_11","Aber-2016","2016",NA,"2","10","9","MC",17.3,"M. sacchariflorus"
"Mb-893_11","Aber-2015","2015",NA,"2","20","6","DM",2.07839,"M. sinensis"
"Mb-893_11","Aber-2015","2015",NA,"2","20","6","FW",4.5,"M. sinensis"
"Mb-893_11","Aber-2015","2015",NA,"2","20","6","MC",53.8136,"M. sinensis"
"Mb-893_11","Aber-2016","2016",NA,"2","20","6","DM",3.238,"M. sinensis"
"Mb-893_11","Aber-2016","2016",NA,"2","20","6","FW",5.945,"M. sinensis"
"Mb-893_11","Aber-2016","2016",NA,"2","20","6","MC",45.5,"M. sinensis"
"Mb-913_17","Aber-2015","2015",NA,"2","21","1","DM",1.16252,"M. sacchariflorus"
"Mb-913_17","Aber-2015","2015",NA,"2","21","1","FW",1.4,"M. sacchariflorus"
"Mb-913_17","Aber-2015","2015",NA,"2","21","1","MC",16.9628,"M. sacchariflorus"
"Mb-913_17","Aber-2016","2016",NA,"2","21","1","DM",2.815,"M. sacchariflorus"
"Mb-913_17","Aber-2016","2016",NA,"2","21","1","FW",3.394,"M. sacchariflorus"
"Mb-913_17","Aber-2016","2016",NA,"2","21","1","MC",17.1,"M. sacchariflorus"
"Mb-928_18","Aber-2015","2015",NA,"2","9","10","DM",2.5872,"M. sinensis"
"Mb-928_18","Aber-2015","2015",NA,"2","9","10","FW",4.55,"M. sinensis"
"Mb-928_18","Aber-2015","2015",NA,"2","9","10","MC",43.1385,"M. sinensis"
"Mb-928_18","Aber-2016","2016",NA,"2","9","10","DM",0.956,"M. sinensis"
"Mb-928_18","Aber-2016","2016",NA,"2","9","10","FW",1.16,"M. sinensis"
"Mb-928_18","Aber-2016","2016",NA,"2","9","10","MC",17.6,"M. sinensis"
"Mb-933_11","Aber-2015","2015",NA,"2","21","7","DM",2.75085,"M. sinensis"
"Mb-933_11","Aber-2015","2015",NA,"2","21","7","FW",5.15,"M. sinensis"
"Mb-933_11","Aber-2015","2015",NA,"2","21","7","MC",46.5854,"M. sinensis"
"Mb-933_11","Aber-2016","2016",NA,"2","21","7","DM",4.273,"M. sinensis"
"Mb-933_11","Aber-2016","2016",NA,"2","21","7","FW",7.432,"M. sinensis"
"Mb-933_11","Aber-2016","2016",NA,"2","21","7","MC",42.5,"M. sinensis"
"Mb-935_13","Aber-2015","2015",NA,"2","12","10","DM",0.870253,"M. sinensis"
"Mb-935_13","Aber-2015","2015",NA,"2","12","10","FW",1.25,"M. sinensis"
"Mb-935_13","Aber-2015","2015",NA,"2","12","10","MC",30.3797,"M. sinensis"
"Mb-935_13","Aber-2016","2016",NA,"2","12","10","DM",0.09975,"M. sinensis"
"Mb-935_13","Aber-2016","2016",NA,"2","12","10","FW",0.1305,"M. sinensis"
"Mb-935_13","Aber-2016","2016",NA,"2","12","10","MC",23.6,"M. sinensis"
"Mx-1933_11","Aber-2015","2015",NA,"2","2","11","DM",0.761852,"M. x gig"
"Mx-1933_11","Aber-2015","2015",NA,"2","2","11","FW",0.9,"M. x gig"
"Mx-1933_11","Aber-2015","2015",NA,"2","2","11","MC",15.3498,"M. x gig"
"Mx-1933_11","Aber-2016","2016",NA,"2","2","11","DM",1.076,"M. x gig"
"Mx-1933_11","Aber-2016","2016",NA,"2","2","11","FW",1.312,"M. x gig"
"Mx-1933_11","Aber-2016","2016",NA,"2","2","11","MC",18,"M. x gig"
"Mx-2446_1","Aber-2015","2015",NA,"2","16","15","DM",1.57776,"M. x gig"
"Mx-2446_1","Aber-2015","2015",NA,"2","16","15","FW",2.9,"M. x gig"
"Mx-2446_1","Aber-2015","2015",NA,"2","16","15","MC",45.5947,"M. x gig"
"Mx-2446_1","Aber-2016","2016",NA,"2","16","15","DM",3.462,"M. x gig"
"Mx-2446_1","Aber-2016","2016",NA,"2","16","15","FW",5.893,"M. x gig"
"Mx-2446_1","Aber-2016","2016",NA,"2","16","15","MC",41.3,"M. x gig"
"Mb-1067_18","Aber-2015","2015",NA,"3","11","1","DM",0.307567,"M. sacchariflorus"
"Mb-1067_18","Aber-2015","2015",NA,"3","11","1","FW",0.45,"M. sacchariflorus"
"Mb-1067_18","Aber-2015","2015",NA,"3","11","1","MC",31.6518,"M. sacchariflorus"
"Mb-1067_18","Aber-2016","2016",NA,"3","11","1","DM",1.15,"M. sacchariflorus"
"Mb-1067_18","Aber-2016","2016",NA,"3","11","1","FW",2.14,"M. sacchariflorus"
"Mb-1067_18","Aber-2016","2016",NA,"3","11","1","MC",46.2,"M. sacchariflorus"
"Mb-1153_20","Aber-2015","2015",NA,"3","1","14","DM",2.57395,"M. sinensis"
"Mb-1153_20","Aber-2015","2015",NA,"3","1","14","FW",4.65,"M. sinensis"
"Mb-1153_20","Aber-2015","2015",NA,"3","1","14","MC",44.6462,"M. sinensis"
"Mb-1153_20","Aber-2016","2016",NA,"3","1","14","DM",3.229,"M. sinensis"
"Mb-1153_20","Aber-2016","2016",NA,"3","1","14","FW",6.34,"M. sinensis"
"Mb-1153_20","Aber-2016","2016",NA,"3","1","14","MC",49.1,"M. sinensis"
"Mb-1205_12","Aber-2015","2015",NA,"3","10","2","DM",1.78624,"M. sinensis"
"Mb-1205_12","Aber-2015","2015",NA,"3","10","2","FW",2.1,"M. sinensis"
"Mb-1205_12","Aber-2015","2015",NA,"3","10","2","MC",14.9412,"M. sinensis"
"Mb-1205_12","Aber-2016","2016",NA,"3","10","2","DM",2.71,"M. sinensis"
"Mb-1205_12","Aber-2016","2016",NA,"3","10","2","FW",3.578,"M. sinensis"
"Mb-1205_12","Aber-2016","2016",NA,"3","10","2","MC",24.3,"M. sinensis"
"Mb-1231_18","Aber-2015","2015",NA,"3","1","1","DM",1.9182,"M. sinensis"
"Mb-1231_18","Aber-2015","2015",NA,"3","1","1","FW",3.7,"M. sinensis"
"Mb-1231_18","Aber-2015","2015",NA,"3","1","1","MC",48.1568,"M. sinensis"
"Mb-1231_18","Aber-2016","2016",NA,"3","1","1","DM",3.338,"M. sinensis"
"Mb-1231_18","Aber-2016","2016",NA,"3","1","1","FW",5.98,"M. sinensis"
"Mb-1231_18","Aber-2016","2016",NA,"3","1","1","MC",44.2,"M. sinensis"
