"Genotype","Environment","Year","Rep","Block","Row","Col","trait","value","PopGroup"
"Mb-1261_15","Aber-2015","2015",NA,"3","17","3","DM",0.382425,"M. sacchariflorus"
"Mb-1261_15","Aber-2015","2015",NA,"3","17","3","FW",0.45,"M. sacchariflorus"
"Mb-1261_15","Aber-2015","2015",NA,"3","17","3","MC",15.0168,"M. sacchariflorus"
"Mb-526_13","Aber-2015","2015",NA,"3","13","10","DM",0.0402397,"M. sinensis"
"Mb-526_13","Aber-2015","2015",NA,"3","13","10","FW",0.05,"M. sinensis"
"Mb-526_13","Aber-2015","2015",NA,"3","13","10","MC",19.5205,"M. sinensis"
"Mb-526_13","Aber-2016","2016",NA,"3","13","10","DM",0.503,"M. sinensis"
"Mb-526_13","Aber-2016","2016",NA,"3","13","10","FW",0.62,"M. sinensis"
"Mb-526_13","Aber-2016","2016",NA,"3","13","10","MC",19,"M. sinensis"
"Mb-770_18","Aber-2015","2015",NA,"3","6","2","DM",0.130189,"M. sacchariflorus"
"Mb-770_18","Aber-2015","2015",NA,"3","6","2","FW",0.15,"M. sacchariflorus"
"Mb-770_18","Aber-2015","2015",NA,"3","6","2","MC",13.2075,"M. sacchariflorus"
"Mb-770_18","Aber-2016","2016",NA,"3","6","2","DM",0.748,"M. sacchariflorus"
"Mb-770_18","Aber-2016","2016",NA,"3","6","2","FW",0.9,"M. sacchariflorus"
"Mb-770_18","Aber-2016","2016",NA,"3","6","2","MC",16.8,"M. sacchariflorus"
"Mb-810_11","Aber-2015","2015",NA,"3","18","10","DM",0.125612,"M. sacchariflorus"
"Mb-810_11","Aber-2015","2015",NA,"3","18","10","FW",0.15,"M. sacchariflorus"
"Mb-810_11","Aber-2015","2015",NA,"3","18","10","MC",16.2587,"M. sacchariflorus"
"Mb-810_11","Aber-2016","2016",NA,"3","18","10","DM",0.0571,"M. sacchariflorus"
"Mb-810_11","Aber-2016","2016",NA,"3","18","10","FW",0.08155,"M. sacchariflorus"
"Mb-810_11","Aber-2016","2016",NA,"3","18","10","MC",30,"M. sacchariflorus"
"Mb-819_19","Aber-2015","2015",NA,"3","11","2","DM",0.117103,"M. sacchariflorus"
"Mb-819_19","Aber-2015","2015",NA,"3","11","2","FW",0.15,"M. sacchariflorus"
"Mb-819_19","Aber-2015","2015",NA,"3","11","2","MC",21.931,"M. sacchariflorus"
"Mb-819_19","Aber-2016","2016",NA,"3","11","2","DM",0.651,"M. sacchariflorus"
"Mb-819_19","Aber-2016","2016",NA,"3","11","2","FW",0.78,"M. sacchariflorus"
"Mb-819_19","Aber-2016","2016",NA,"3","11","2","MC",16.6,"M. sacchariflorus"
"Mb-913_17","Aber-2015","2015",NA,"3","20","8","DM",0.473383,"M. sacchariflorus"
"Mb-913_17","Aber-2015","2015",NA,"3","20","8","FW",0.55,"M. sacchariflorus"
"Mb-913_17","Aber-2015","2015",NA,"3","20","8","MC",13.9303,"M. sacchariflorus"
"Mb-913_17","Aber-2016","2016",NA,"3","20","8","DM",1.184,"M. sacchariflorus"
"Mb-913_17","Aber-2016","2016",NA,"3","20","8","FW",1.58,"M. sacchariflorus"
"Mb-913_17","Aber-2016","2016",NA,"3","20","8","MC",25.1,"M. sacchariflorus"
"Mb-928_18","Aber-2015","2015",NA,"3","19","1","DM",1.00521,"M. sinensis"
"Mb-928_18","Aber-2015","2015",NA,"3","19","1","FW",2.2,"M. sinensis"
"Mb-928_18","Aber-2015","2015",NA,"3","19","1","MC",54.3086,"M. sinensis"
"Mb-928_18","Aber-2016","2016",NA,"3","19","1","DM",3.806,"M. sinensis"
"Mb-928_18","Aber-2016","2016",NA,"3","19","1","FW",6.5,"M. sinensis"
"Mb-928_18","Aber-2016","2016",NA,"3","19","1","MC",41.4,"M. sinensis"
"Mb-930","Aber-2015","2015",NA,"3","33","6","DM",0.933292,"M. sinensis"
"Mb-930","Aber-2015","2015",NA,"3","33","6","FW",2.25,"M. sinensis"
"Mb-930","Aber-2015","2015",NA,"3","33","6","MC",58.5203,"M. sinensis"
"Mb-930","Aber-2016","2016",NA,"3","33","6","DM",1.928,"M. sinensis"
"Mb-930","Aber-2016","2016",NA,"3","33","6","FW",3.3,"M. sinensis"
"Mb-930","Aber-2016","2016",NA,"3","33","6","MC",41.6,"M. sinensis"
"Mb-931_12","Aber-2015","2015",NA,"3","36","8","DM",0.364018,"M. sinensis"
"Mb-931_12","Aber-2015","2015",NA,"3","36","8","FW",0.65,"M. sinensis"
"Mb-931_12","Aber-2015","2015",NA,"3","36","8","MC",43.9973,"M. sinensis"
"Mb-931_12","Aber-2016","2016",NA,"3","36","8","DM",1.126,"M. sinensis"
"Mb-931_12","Aber-2016","2016",NA,"3","36","8","FW",1.56,"M. sinensis"
"Mb-931_12","Aber-2016","2016",NA,"3","36","8","MC",27.8,"M. sinensis"
"Mb-933_11","Aber-2015","2015",NA,"3","24","10","DM",1.33846,"M. sinensis"
"Mb-933_11","Aber-2015","2015",NA,"3","24","10","FW",2.1,"M. sinensis"
"Mb-933_11","Aber-2015","2015",NA,"3","24","10","MC",36.2637,"M. sinensis"
"Mb-933_11","Aber-2016","2016",NA,"3","24","10","DM",1.627,"M. sinensis"
"Mb-933_11","Aber-2016","2016",NA,"3","24","10","FW",2.28,"M. sinensis"
"Mb-933_11","Aber-2016","2016",NA,"3","24","10","MC",28.7,"M. sinensis"
"Mb-974_19","Aber-2015","2015",NA,"3","17","12","DM",1.59565,"M. sinensis"
"Mb-974_19","Aber-2015","2015",NA,"3","17","12","FW",2.7,"M. sinensis"
"Mb-974_19","Aber-2015","2015",NA,"3","17","12","MC",40.9018,"M. sinensis"
"Mb-974_19","Aber-2016","2016",NA,"3","17","12","DM",2.529,"M. sinensis"
"Mb-974_19","Aber-2016","2016",NA,"3","17","12","FW",3.8,"M. sinensis"
"Mb-974_19","Aber-2016","2016",NA,"3","17","12","MC",33.5,"M. sinensis"
"Mb-99","Aber-2015","2015",NA,"3","34","8","DM",0.234215,"M. sinensis"
"Mb-99","Aber-2015","2015",NA,"3","34","8","FW",0.35,"M. sinensis"
"Mb-99","Aber-2015","2015",NA,"3","34","8","MC",33.0813,"M. sinensis"
"Mb-99","Aber-2016","2016",NA,"3","34","8","DM",0.819,"M. sinensis"
"Mb-99","Aber-2016","2016",NA,"3","34","8","FW",1.1,"M. sinensis"
"Mb-99","Aber-2016","2016",NA,"3","34","8","MC",25.5,"M. sinensis"
"Mx-1548_12","Aber-2015","2015",NA,"3","17","5","DM",0.785738,"M. x gig"
"Mx-1548_12","Aber-2015","2015",NA,"3","17","5","FW",1.05,"M. x gig"
"Mx-1548_12","Aber-2015","2015",NA,"3","17","5","MC",25.1678,"M. x gig"
"Mx-1548_12","Aber-2016","2016",NA,"3","17","5","DM",1.444,"M. x gig"
"Mx-1548_12","Aber-2016","2016",NA,"3","17","5","FW",1.86,"M. x gig"
"Mx-1548_12","Aber-2016","2016",NA,"3","17","5","MC",22.3,"M. x gig"
"Mb-508","Aber-2015","2015",NA,"1","24","8","DM",0.0183,"M. sacchariflorus"
"Mb-508","Aber-2015","2015",NA,"1","24","8","FW",0.02965,"M. sacchariflorus"
"Mb-508","Aber-2015","2015",NA,"1","24","8","MC",38.2799,"M. sacchariflorus"
"Mb-505_1","Aber-2015","2015",NA,"1","27","16","DM",0.203673,"M. sacchariflorus"
"Mb-505_1","Aber-2015","2015",NA,"1","27","16","FW",0.44,"M. sacchariflorus"
"Mb-505_1","Aber-2015","2015",NA,"1","27","16","MC",53.7107,"M. sacchariflorus"
"Mb-505_1","Aber-2016","2016",NA,"1","27","16","DM",2.206,"M. sacchariflorus"
"Mb-505_1","Aber-2016","2016",NA,"1","27","16","FW",3.116,"M. sacchariflorus"
"Mb-505_1","Aber-2016","2016",NA,"1","27","16","MC",29.2,"M. sacchariflorus"
"Mb-74","Aber-2015","2015",NA,"1","21","15","DM",0.289329,"M. sinensis"
"Mb-74","Aber-2015","2015",NA,"1","21","15","FW",0.5,"M. sinensis"
"Mb-74","Aber-2015","2015",NA,"1","21","15","MC",42.1342,"M. sinensis"
"Mb-74","Aber-2016","2016",NA,"1","21","15","DM",0.643,"M. sinensis"
"Mb-74","Aber-2016","2016",NA,"1","21","15","FW",0.84,"M. sinensis"
"Mb-74","Aber-2016","2016",NA,"1","21","15","MC",23.5,"M. sinensis"
"Mb-502_1","Aber-2015","2015",NA,"1","33","18","DM",0.209357,"M. sacchariflorus"
"Mb-502_1","Aber-2015","2015",NA,"1","33","18","FW",0.4,"M. sacchariflorus"
"Mb-502_1","Aber-2015","2015",NA,"1","33","18","MC",47.6608,"M. sacchariflorus"
"Mb-502_1","Aber-2016","2016",NA,"1","33","18","DM",1.207,"M. sacchariflorus"
"Mb-502_1","Aber-2016","2016",NA,"1","33","18","FW",2.143,"M. sacchariflorus"
"Mb-502_1","Aber-2016","2016",NA,"1","33","18","MC",43.7,"M. sacchariflorus"
"Mb-1043_32","Aber-2015","2015",NA,"1","12","12","DM",0.0403,"M. sacchariflorus"
"Mb-1043_32","Aber-2015","2015",NA,"1","12","12","FW",0.05424,"M. sacchariflorus"
"Mb-1043_32","Aber-2015","2015",NA,"1","12","12","MC",25.7006,"M. sacchariflorus"
"Mb-1043_32","Aber-2016","2016",NA,"1","12","12","DM",0.281,"M. sacchariflorus"
"Mb-1043_32","Aber-2016","2016",NA,"1","12","12","FW",0.368,"M. sacchariflorus"
"Mb-1043_32","Aber-2016","2016",NA,"1","12","12","MC",23.7,"M. sacchariflorus"
"Mb-498_1","Aber-2015","2015",NA,"1","26","3","DM",0.203966,"M. sacchariflorus"
"Mb-498_1","Aber-2015","2015",NA,"1","26","3","FW",0.4,"M. sacchariflorus"
"Mb-498_1","Aber-2015","2015",NA,"1","26","3","MC",49.0085,"M. sacchariflorus"
"Mb-498_1","Aber-2016","2016",NA,"1","26","3","DM",0.624,"M. sacchariflorus"
"Mb-498_1","Aber-2016","2016",NA,"1","26","3","FW",0.916,"M. sacchariflorus"
"Mb-498_1","Aber-2016","2016",NA,"1","26","3","MC",31.9,"M. sacchariflorus"
"Mb-1353_14","Aber-2015","2015",NA,"1","24","17","DM",0.0947271,"M. sacchariflorus"
"Mb-1353_14","Aber-2015","2015",NA,"1","24","17","FW",0.15,"M. sacchariflorus"
"Mb-1353_14","Aber-2015","2015",NA,"1","24","17","MC",36.8486,"M. sacchariflorus"
"Mb-1353_14","Aber-2016","2016",NA,"1","24","17","DM",6.638,"M. sacchariflorus"
"Mb-1353_14","Aber-2016","2016",NA,"1","24","17","FW",8.793,"M. sacchariflorus"
"Mb-1353_14","Aber-2016","2016",NA,"1","24","17","MC",24.5,"M. sacchariflorus"
"Mb-146","Aber-2015","2015",NA,"1","28","13","DM",0.178462,"M. sacchariflorus"
"Mb-146","Aber-2015","2015",NA,"1","28","13","FW",0.4,"M. sacchariflorus"
"Mb-146","Aber-2015","2015",NA,"1","28","13","MC",55.3846,"M. sacchariflorus"
"Mb-146","Aber-2016","2016",NA,"1","28","13","DM",0.29,"M. sacchariflorus"
"Mb-146","Aber-2016","2016",NA,"1","28","13","FW",0.397,"M. sacchariflorus"
"Mb-146","Aber-2016","2016",NA,"1","28","13","MC",27,"M. sacchariflorus"
"Mb-1056_31","Aber-2015","2015",NA,"1","10","5","DM",0.02305,"M. sacchariflorus"
"Mb-1056_31","Aber-2015","2015",NA,"1","10","5","FW",0.02734,"M. sacchariflorus"
"Mb-1056_31","Aber-2015","2015",NA,"1","10","5","MC",15.6913,"M. sacchariflorus"
"Mb-1056_31","Aber-2016","2016",NA,"1","10","5","DM",0.01049,"M. sacchariflorus"
"Mb-1056_31","Aber-2016","2016",NA,"1","10","5","FW",0.01419,"M. sacchariflorus"
"Mb-1056_31","Aber-2016","2016",NA,"1","10","5","MC",26.1,"M. sacchariflorus"
"Mb-255","Aber-2015","2015",NA,"1","8","18","DM",0.00635,"M. sinensis"
"Mb-255","Aber-2015","2015",NA,"1","8","18","FW",0.00869,"M. sinensis"
"Mb-255","Aber-2015","2015",NA,"1","8","18","MC",26.9275,"M. sinensis"
"Mb-104","Aber-2015","2015",NA,"1","39","4","DM",0.309724,"M. x gig"
"Mb-104","Aber-2015","2015",NA,"1","39","4","FW",0.42,"M. x gig"
"Mb-104","Aber-2015","2015",NA,"1","39","4","MC",26.2562,"M. x gig"
"Mb-104","Aber-2016","2016",NA,"1","39","4","DM",1.852,"M. x gig"
"Mb-104","Aber-2016","2016",NA,"1","39","4","FW",2.598,"M. x gig"
"Mb-104","Aber-2016","2016",NA,"1","39","4","MC",28.7,"M. x gig"
"Mb-9","Aber-2015","2015",NA,"1","1","18","DM",0.446502,"M. sinensis"
"Mb-9","Aber-2015","2015",NA,"1","1","18","FW",0.55,"M. sinensis"
"Mb-9","Aber-2015","2015",NA,"1","1","18","MC",18.8177,"M. sinensis"
"Mb-9","Aber-2016","2016",NA,"1","1","18","DM",0.551,"M. sinensis"
"Mb-9","Aber-2016","2016",NA,"1","1","18","FW",0.778,"M. sinensis"
"Mb-9","Aber-2016","2016",NA,"1","1","18","MC",29.2,"M. sinensis"
"Mb-102","Aber-2015","2015",NA,"1","23","10","DM",0.093741,"M. sinensis"
"Mb-102","Aber-2015","2015",NA,"1","23","10","FW",0.16,"M. sinensis"
"Mb-102","Aber-2015","2015",NA,"1","23","10","MC",41.4119,"M. sinensis"
"Mb-102","Aber-2016","2016",NA,"1","23","10","DM",0.465,"M. sinensis"
"Mb-102","Aber-2016","2016",NA,"1","23","10","FW",0.767,"M. sinensis"
"Mb-102","Aber-2016","2016",NA,"1","23","10","MC",39.4,"M. sinensis"
"Mb-309","Aber-2015","2015",NA,"1","17","18","DM",0.207921,"M. x gig"
"Mb-309","Aber-2015","2015",NA,"1","17","18","FW",0.45,"M. x gig"
"Mb-309","Aber-2015","2015",NA,"1","17","18","MC",53.7954,"M. x gig"
"Mb-309","Aber-2016","2016",NA,"1","17","18","DM",1.041,"M. x gig"
"Mb-309","Aber-2016","2016",NA,"1","17","18","FW",1.678,"M. x gig"
"Mb-309","Aber-2016","2016",NA,"1","17","18","MC",38,"M. x gig"
"Mb-166","Aber-2015","2015",NA,"1","10","2","DM",0.0629,"M. sacchariflorus"
"Mb-166","Aber-2015","2015",NA,"1","10","2","FW",0.1312,"M. sacchariflorus"
"Mb-166","Aber-2015","2015",NA,"1","10","2","MC",52.0579,"M. sacchariflorus"
"Mx-1548_12","Aber-2015","2015",NA,"1","23","1","DM",0.0436,"M. x gig"
"Mx-1548_12","Aber-2015","2015",NA,"1","23","1","FW",0.0704,"M. x gig"
"Mx-1548_12","Aber-2015","2015",NA,"1","23","1","MC",38.0682,"M. x gig"
"Mx-1548_12","Aber-2016","2016",NA,"1","23","1","DM",0.31,"M. x gig"
"Mx-1548_12","Aber-2016","2016",NA,"1","23","1","FW",0.403,"M. x gig"
"Mx-1548_12","Aber-2016","2016",NA,"1","23","1","MC",23.1,"M. x gig"
"Mb-425_1","Aber-2015","2015",NA,"2","27","6","DM",0.118875,"M. sacchariflorus"
"Mb-425_1","Aber-2015","2015",NA,"2","27","6","FW",0.15,"M. sacchariflorus"
"Mb-425_1","Aber-2015","2015",NA,"2","27","6","MC",20.75,"M. sacchariflorus"
"Mb-411","Aber-2015","2015",NA,"2","19","10","DM",0.280921,"M. sacchariflorus"
"Mb-411","Aber-2015","2015",NA,"2","19","10","FW",0.4,"M. sacchariflorus"
"Mb-411","Aber-2015","2015",NA,"2","19","10","MC",29.7697,"M. sacchariflorus"
"Mb-397","Aber-2015","2015",NA,"2","19","7","DM",0.170668,"M. sacchariflorus"
"Mb-397","Aber-2015","2015",NA,"2","19","7","FW",0.25,"M. sacchariflorus"
"Mb-397","Aber-2015","2015",NA,"2","19","7","MC",31.7328,"M. sacchariflorus"
"Mb-397","Aber-2016","2016",NA,"2","19","7","DM",0.307,"M. sacchariflorus"
"Mb-397","Aber-2016","2016",NA,"2","19","7","FW",0.462,"M. sacchariflorus"
"Mb-397","Aber-2016","2016",NA,"2","19","7","MC",33.5,"M. sacchariflorus"
"Mb-383_1","Aber-2015","2015",NA,"2","31","3","DM",0.106813,"M. sacchariflorus"
"Mb-383_1","Aber-2015","2015",NA,"2","31","3","FW",0.15,"M. sacchariflorus"
"Mb-383_1","Aber-2015","2015",NA,"2","31","3","MC",28.7916,"M. sacchariflorus"
"Mb-383_1","Aber-2016","2016",NA,"2","31","3","DM",0.538,"M. sacchariflorus"
"Mb-383_1","Aber-2016","2016",NA,"2","31","3","FW",0.67,"M. sacchariflorus"
"Mb-383_1","Aber-2016","2016",NA,"2","31","3","MC",19.7,"M. sacchariflorus"
"Mb-149","Aber-2015","2015",NA,"2","13","17","DM",0.0326316,"M. x gig"
"Mb-149","Aber-2015","2015",NA,"2","13","17","FW",0.05,"M. x gig"
"Mb-149","Aber-2015","2015",NA,"2","13","17","MC",34.7368,"M. x gig"
"Mb-149","Aber-2016","2016",NA,"2","13","17","DM",0.04175,"M. x gig"
"Mb-149","Aber-2016","2016",NA,"2","13","17","FW",0.06455,"M. x gig"
"Mb-149","Aber-2016","2016",NA,"2","13","17","MC",35.3,"M. x gig"
"Mb-167","Aber-2015","2015",NA,"2","17","11","DM",0.197601,"M. sinensis"
"Mb-167","Aber-2015","2015",NA,"2","17","11","FW",0.4,"M. sinensis"
"Mb-167","Aber-2015","2015",NA,"2","17","11","MC",50.5996,"M. sinensis"
"Mb-167","Aber-2016","2016",NA,"2","17","11","DM",0.623,"M. sinensis"
"Mb-167","Aber-2016","2016",NA,"2","17","11","FW",0.985,"M. sinensis"
"Mb-167","Aber-2016","2016",NA,"2","17","11","MC",36.7,"M. sinensis"
"Mb-94","Aber-2015","2015",NA,"2","34","10","FW",0.01,"M. sacchariflorus"
"Mb-1130_51","Aber-2015","2015",NA,"2","25","10","DM",0.0791201,"M. x gig"
"Mb-1130_51","Aber-2015","2015",NA,"2","25","10","FW",0.1,"M. x gig"
"Mb-1130_51","Aber-2015","2015",NA,"2","25","10","MC",20.8799,"M. x gig"
"Mb-1130_51","Aber-2016","2016",NA,"2","25","10","DM",2.82,"M. x gig"
"Mb-1130_51","Aber-2016","2016",NA,"2","25","10","FW",3.802,"M. x gig"
"Mb-1130_51","Aber-2016","2016",NA,"2","25","10","MC",25.8,"M. x gig"
"Mb-147","Aber-2015","2015",NA,"2","40","14","DM",0.203311,"M. x gig"
"Mb-147","Aber-2015","2015",NA,"2","40","14","FW",0.25,"M. x gig"
"Mb-147","Aber-2015","2015",NA,"2","40","14","MC",18.6755,"M. x gig"
"Mb-147","Aber-2016","2016",NA,"2","40","14","DM",0.725,"M. x gig"
"Mb-147","Aber-2016","2016",NA,"2","40","14","FW",0.983,"M. x gig"
"Mb-147","Aber-2016","2016",NA,"2","40","14","MC",26.2,"M. x gig"
"Mb-914_13","Aber-2015","2015",NA,"2","7","10","DM",0.481632,"M. sinensis"
"Mb-914_13","Aber-2015","2015",NA,"2","7","10","FW",0.95,"M. sinensis"
"Mb-914_13","Aber-2015","2015",NA,"2","7","10","MC",49.3019,"M. sinensis"
"Mb-914_13","Aber-2016","2016",NA,"2","7","10","DM",0.583,"M. sinensis"
"Mb-914_13","Aber-2016","2016",NA,"2","7","10","FW",1.024,"M. sinensis"
"Mb-914_13","Aber-2016","2016",NA,"2","7","10","MC",43.1,"M. sinensis"
"Mb-393_1","Aber-2015","2015",NA,"2","38","10","DM",0.120339,"M. sacchariflorus"
"Mb-393_1","Aber-2015","2015",NA,"2","38","10","FW",0.15,"M. sacchariflorus"
"Mb-393_1","Aber-2015","2015",NA,"2","38","10","MC",19.774,"M. sacchariflorus"
"Mb-393_1","Aber-2016","2016",NA,"2","38","10","DM",0.306,"M. sacchariflorus"
"Mb-393_1","Aber-2016","2016",NA,"2","38","10","FW",0.385,"M. sacchariflorus"
"Mb-393_1","Aber-2016","2016",NA,"2","38","10","MC",20.6,"M. sacchariflorus"
"Mb-309","Aber-2015","2015",NA,"2","27","18","DM",0.715697,"M. x gig"
"Mb-309","Aber-2015","2015",NA,"2","27","18","FW",1.25,"M. x gig"
"Mb-309","Aber-2015","2015",NA,"2","27","18","MC",42.7443,"M. x gig"
"Mb-309","Aber-2016","2016",NA,"2","27","18","DM",1.796,"M. x gig"
"Mb-309","Aber-2016","2016",NA,"2","27","18","FW",2.781,"M. x gig"
"Mb-309","Aber-2016","2016",NA,"2","27","18","MC",35.4,"M. x gig"
"Mb-166","Aber-2015","2015",NA,"2","39","13","DM",0.0489855,"M. sacchariflorus"
"Mb-166","Aber-2015","2015",NA,"2","39","13","FW",0.1,"M. sacchariflorus"
"Mb-166","Aber-2015","2015",NA,"2","39","13","MC",51.0145,"M. sacchariflorus"
"Mb-166","Aber-2016","2016",NA,"2","39","13","DM",0.224,"M. sacchariflorus"
"Mb-166","Aber-2016","2016",NA,"2","39","13","FW",0.36,"M. sacchariflorus"
"Mb-166","Aber-2016","2016",NA,"2","39","13","MC",37.9,"M. sacchariflorus"
"Mb-31","Aber-2015","2015",NA,"2","33","17","DM",0.386853,"M. sinensis"
"Mb-31","Aber-2015","2015",NA,"2","33","17","FW",0.5,"M. sinensis"
"Mb-31","Aber-2015","2015",NA,"2","33","17","MC",22.6293,"M. sinensis"
"Mb-31","Aber-2016","2016",NA,"2","33","17","DM",0.334,"M. sinensis"
"Mb-31","Aber-2016","2016",NA,"2","33","17","FW",0.485,"M. sinensis"
"Mb-31","Aber-2016","2016",NA,"2","33","17","MC",31.2,"M. sinensis"
"Mb-498_1","Aber-2015","2015",NA,"3","1","18","DM",0.026372,"M. sacchariflorus"
"Mb-498_1","Aber-2015","2015",NA,"3","1","18","FW",0.05,"M. sacchariflorus"
"Mb-498_1","Aber-2015","2015",NA,"3","1","18","MC",47.2561,"M. sacchariflorus"
"Mb-498_1","Aber-2016","2016",NA,"3","1","18","DM",0.0253,"M. sacchariflorus"
"Mb-498_1","Aber-2016","2016",NA,"3","1","18","FW",0.0892,"M. sacchariflorus"
"Mb-498_1","Aber-2016","2016",NA,"3","1","18","MC",71.6,"M. sacchariflorus"
"Mb-147","Aber-2015","2015",NA,"3","2","17","DM",0.265753,"M. x gig"
"Mb-147","Aber-2015","2015",NA,"3","2","17","FW",0.4,"M. x gig"
"Mb-147","Aber-2015","2015",NA,"3","2","17","MC",33.5616,"M. x gig"
"Mb-147","Aber-2016","2016",NA,"3","2","17","DM",1.632,"M. x gig"
"Mb-147","Aber-2016","2016",NA,"3","2","17","FW",2.06,"M. x gig"
"Mb-147","Aber-2016","2016",NA,"3","2","17","MC",20.8,"M. x gig"
"Mb-502_1","Aber-2015","2015",NA,"3","4","14","DM",0.0340617,"M. sacchariflorus"
"Mb-502_1","Aber-2015","2015",NA,"3","4","14","FW",0.05,"M. sacchariflorus"
"Mb-502_1","Aber-2015","2015",NA,"3","4","14","MC",31.8766,"M. sacchariflorus"
"Mb-502_1","Aber-2016","2016",NA,"3","4","14","DM",0.069,"M. sacchariflorus"
"Mb-502_1","Aber-2016","2016",NA,"3","4","14","FW",0.12,"M. sacchariflorus"
"Mb-502_1","Aber-2016","2016",NA,"3","4","14","MC",42.3,"M. sacchariflorus"
"Mb-146","Aber-2015","2015",NA,"3","5","2","DM",0.114588,"M. sacchariflorus"
"Mb-146","Aber-2015","2015",NA,"3","5","2","FW",0.15,"M. sacchariflorus"
"Mb-146","Aber-2015","2015",NA,"3","5","2","MC",23.6078,"M. sacchariflorus"
"Mb-146","Aber-2016","2016",NA,"3","5","2","DM",0.339,"M. sacchariflorus"
"Mb-146","Aber-2016","2016",NA,"3","5","2","FW",0.54,"M. sacchariflorus"
"Mb-146","Aber-2016","2016",NA,"3","5","2","MC",37.2,"M. sacchariflorus"
"Mb-505_1","Aber-2015","2015",NA,"3","10","9","DM",0.0781942,"M. sacchariflorus"
"Mb-505_1","Aber-2015","2015",NA,"3","10","9","FW",0.1,"M. sacchariflorus"
"Mb-505_1","Aber-2015","2015",NA,"3","10","9","MC",21.8058,"M. sacchariflorus"
"Mb-505_1","Aber-2016","2016",NA,"3","10","9","DM",0.292,"M. sacchariflorus"
"Mb-505_1","Aber-2016","2016",NA,"3","10","9","FW",0.46,"M. sacchariflorus"
"Mb-505_1","Aber-2016","2016",NA,"3","10","9","MC",36.4,"M. sacchariflorus"
"Mb-102","Aber-2015","2015",NA,"3","11","7","DM",0.195046,"M. sinensis"
"Mb-102","Aber-2015","2015",NA,"3","11","7","FW",0.35,"M. sinensis"
"Mb-102","Aber-2015","2015",NA,"3","11","7","MC",44.2724,"M. sinensis"
"Mb-102","Aber-2016","2016",NA,"3","11","7","DM",0.415,"M. sinensis"
"Mb-102","Aber-2016","2016",NA,"3","11","7","FW",0.643,"M. sinensis"
"Mb-102","Aber-2016","2016",NA,"3","11","7","MC",35.4,"M. sinensis"
"Mb-74","Aber-2015","2015",NA,"3","14","5","DM",0.0338667,"M. sinensis"
"Mb-74","Aber-2015","2015",NA,"3","14","5","FW",0.05,"M. sinensis"
"Mb-74","Aber-2015","2015",NA,"3","14","5","MC",32.2667,"M. sinensis"
"Mb-74","Aber-2016","2016",NA,"3","14","5","DM",0.061,"M. sinensis"
"Mb-74","Aber-2016","2016",NA,"3","14","5","FW",0.08765,"M. sinensis"
"Mb-74","Aber-2016","2016",NA,"3","14","5","MC",30.4,"M. sinensis"
"Mb-508","Aber-2015","2015",NA,"3","15","11","DM",0.0406522,"M. sacchariflorus"
"Mb-508","Aber-2015","2015",NA,"3","15","11","FW",0.05,"M. sacchariflorus"
"Mb-508","Aber-2015","2015",NA,"3","15","11","MC",18.6957,"M. sacchariflorus"
"Mb-508","Aber-2016","2016",NA,"3","15","11","DM",0.07495,"M. sacchariflorus"
"Mb-508","Aber-2016","2016",NA,"3","15","11","FW",0.1017,"M. sacchariflorus"
"Mb-508","Aber-2016","2016",NA,"3","15","11","MC",26.3,"M. sacchariflorus"
"Mb-109","Aber-2015","2015",NA,"3","17","6","DM",0.270667,"M. sinensis"
"Mb-109","Aber-2015","2015",NA,"3","17","6","FW",0.4,"M. sinensis"
"Mb-109","Aber-2015","2015",NA,"3","17","6","MC",32.3333,"M. sinensis"
"Mb-109","Aber-2016","2016",NA,"3","17","6","DM",1.545,"M. sinensis"
"Mb-109","Aber-2016","2016",NA,"3","17","6","FW",2.26,"M. sinensis"
"Mb-109","Aber-2016","2016",NA,"3","17","6","MC",31.7,"M. sinensis"
"Mb-425_1","Aber-2015","2015",NA,"3","25","15","DM",0.03425,"M. sacchariflorus"
"Mb-425_1","Aber-2015","2015",NA,"3","25","15","FW",0.04,"M. sacchariflorus"
"Mb-425_1","Aber-2015","2015",NA,"3","25","15","MC",14.375,"M. sacchariflorus"
"Mb-425_1","Aber-2016","2016",NA,"3","25","15","DM",0.122,"M. sacchariflorus"
"Mb-425_1","Aber-2016","2016",NA,"3","25","15","FW",0.16,"M. sacchariflorus"
"Mb-425_1","Aber-2016","2016",NA,"3","25","15","MC",23.8,"M. sacchariflorus"
"Mb-383_1","Aber-2015","2015",NA,"3","26","9","DM",0.169395,"M. sacchariflorus"
"Mb-383_1","Aber-2015","2015",NA,"3","26","9","FW",0.2,"M. sacchariflorus"
"Mb-383_1","Aber-2015","2015",NA,"3","26","9","MC",15.3025,"M. sacchariflorus"
"Mb-383_1","Aber-2016","2016",NA,"3","26","9","DM",0.293,"M. sacchariflorus"
"Mb-383_1","Aber-2016","2016",NA,"3","26","9","FW",0.443,"M. sacchariflorus"
"Mb-383_1","Aber-2016","2016",NA,"3","26","9","MC",33.9,"M. sacchariflorus"
"Mb-1353_14","Aber-2015","2015",NA,"3","26","10","DM",0.0821622,"M. sacchariflorus"
"Mb-1353_14","Aber-2015","2015",NA,"3","26","10","FW",0.1,"M. sacchariflorus"
